,ORG,PER,DATE,LOC,Mean
lug,0.9999956568710295,0.9999932909926105,0.9999981669686476,0.9999983443478202,0.999996364795027
kin,0.9999974863308696,0.9999919548076971,0.9999953228817485,0.9999987382134056,0.9999958755584303
nya,0.9999956326412569,0.9999938320592934,0.9999948280941473,0.9999978405694386,0.999995533341034
sna,0.9999963917533177,0.9999909954993806,0.9999966717275155,0.9999965981336661,0.99999516427847
xho,0.9999965494925469,0.9999892119335747,0.9999962176018756,0.999996706439332,0.9999946713668324
zul,0.9999960848579287,0.9999927252104942,0.9999913525209044,0.9999963881387676,0.9999941376820237
mos,0.9999954620407476,0.9999913055391603,0.9999935228757003,0.9999947472574854,0.9999937594282734
wol,0.999995204275811,0.9999889320006998,0.9999954226149929,0.9999947896393375,0.9999935871327104
hau,0.9999946866246981,0.9999935601169206,0.9999890696353323,0.9999942767972408,0.999992898293548
yor,0.9999947269623282,0.9999923712058717,0.9999906753086254,0.9999930570715246,0.9999927076370875
twi,0.9999931269162011,0.9999890595522222,0.9999917373436518,0.9999943052959634,0.9999920572770096
tsn,0.9999902023819847,0.9999913534097776,0.9999929778131168,0.9999936917225417,0.9999920563318553
bbj,0.9999933787975462,0.9999933582195937,0.9999882309441445,0.9999920285753984,0.9999917491341707
luo,0.9999883564490947,0.999987762741009,0.9999931726186356,0.9999959936013935,0.9999913213525332
bam,0.9999927905675842,0.9999879701056229,0.9999887410189323,0.9999933481283111,0.9999907124551126
ibo,0.9999794441567146,0.9999913551043483,0.9999954706102899,0.9999957588396734,0.9999905071777566
ewe,0.9999915793066398,0.9999880080021203,0.9999886467639334,0.999993777702161,0.9999905029437137
swa,0.9999866918300975,0.99998868492878,0.9999813231735131,0.9999930407279843,0.9999874351650937
fon,0.9999902070377706,0.9999878440371598,0.9999803805183313,0.9999912344372155,0.9999874165076194
pcm,0.9999810237849738,0.9999846578303154,0.9999684779246402,0.9999897132867096,0.9999809682066597
