,PER,LOC,DATE,ORG,Mean
twi,0.9880533814430237,0.9690213799476624,,0.9845591187477112,0.9805446267127991
mos,0.9792845845222473,,,0.9797008037567139,0.9794926941394806
ewe,0.978458821773529,,,0.9738302826881409,0.976144552230835
fon,0.9797234535217285,0.9643130898475647,,0.9807323813438416,0.9749229749043783
lug,0.9813904762268066,,,0.9679197669029236,0.9746551215648651
bam,,0.9757821559906006,,0.9698066115379333,0.972794383764267
sna,0.9755309224128723,0.9652048349380493,,,0.9703678786754608
wol,0.9851540923118591,0.961466908454895,,0.9641520380973816,0.9702576796213785
nya,,0.9693974852561951,,0.9710391163825989,0.970218300819397
tsn,,0.9622852206230164,,0.9746496677398682,0.9684674441814423
ibo,,0.9609519839286804,,0.9738398194313049,0.9673959016799927
pcm,0.9766365885734558,0.9543577432632446,,,0.9654971659183502
xho,0.9681735634803772,0.9614960551261902,,,0.9648348093032837
kin,0.9730903506278992,0.9528452157974243,,0.9635971784591675,0.9631775816281637
bbj,,0.950907289981842,,0.9751248955726624,0.9630160927772522
hau,0.9788209199905396,0.9297738671302795,,0.9736080765724182,0.9607342878977457
luo,0.9638235569000244,,,0.9557492733001709,0.9597864151000977
yor,,0.9383203983306885,,0.976021945476532,0.9571711719036102
zul,,0.9553146958351135,,,0.9553146958351135
swa,0.9782260656356812,0.9385801553726196,,0.9212220311164856,0.9460094173749288
