,DATE,ORG,LOC,PER
bam,,0.9355383515357971,,
bbj,,0.9120587110519409,,
ewe,,0.9419580698013306,,0.9318066239356995
fon,,,,0.9099493026733398
hau,,0.9473039507865906,,0.9479546546936035
ibo,,0.9501341581344604,0.9788880944252014,
kin,,0.9788306951522827,,
lug,,0.9878902435302734,,0.958960771560669
luo,,0.9615446925163269,,0.9494239687919617
mos,,0.9666497111320496,,0.9350060820579529
nya,,0.9673735499382019,,
pcm,,,0.9119047522544861,0.9292737245559692
sna,,,0.9773817658424377,0.9282126426696777
swa,,,,0.9524466395378113
tsn,,0.956343412399292,0.969386637210846,
twi,,,,0.9396893382072449
wol,,0.9671799540519714,,
xho,,,0.9703229069709778,0.9434322118759155
yor,,0.9493097066879272,0.9361623525619507,
zul,,,0.9555754661560059,
