,DATE,ORG,LOC,PER
bam,,0.9392046332359314,,
bbj,,0.961294949054718,0.9408016204833984,
ewe,,0.9676501154899597,,0.9459825158119202
fon,,,,0.9368115067481995
hau,,0.9849096536636353,,0.9551072120666504
ibo,,0.9736212491989136,0.9872773289680481,
kin,,0.9823852777481079,,
lug,,0.9918171167373657,,0.9559751749038696
luo,,0.9744164943695068,,0.9504801034927368
mos,,0.977645218372345,,0.9455652236938477
nya,,0.9799638390541077,,
pcm,,,0.9467999935150146,0.9397115707397461
sna,,,0.9870215058326721,0.9479349851608276
swa,,,,0.9558568000793457
tsn,,0.970248281955719,0.9812630414962769,
twi,,,,0.9507637619972229
wol,,0.9743555784225464,,
xho,,,0.981361985206604,0.9428060054779053
yor,,0.9568614363670349,0.9562142491340637,
zul,,,0.9727945923805237,
