,DATE,ORG,LOC,PER
bam,,0.9129788875579834,0.9757083654403687,
bbj,,0.9558738470077515,0.9531643986701965,
ewe,,0.9571052193641663,,0.9272756576538086
fon,,0.9643499255180359,0.9723736047744751,0.9185144305229187
hau,,0.9823808670043945,,0.9367488026618958
ibo,,0.9732622504234314,0.9847136735916138,
kin,,0.9739044308662415,0.9296391606330872,
lug,,0.9881023168563843,,0.9381465911865234
luo,,0.9652850031852722,,0.9352786540985107
mos,,0.9742951989173889,,0.9274293184280396
nya,,0.9758912324905396,0.9809870719909668,
pcm,,,0.9403442144393921,0.9228835105895996
sna,,,0.9839380383491516,0.9277148246765137
swa,,,0.9605881571769714,0.9337140321731567
tsn,,0.9719870686531067,0.9777511954307556,
twi,,0.9825487732887268,0.9743751287460327,0.9338105320930481
wol,,0.966500997543335,0.97550368309021,
xho,,,0.9784088730812073,0.9194981455802917
yor,,0.9608300924301147,0.9528321623802185,
zul,,,0.9657551050186157,
