,LOC,PER,ORG,DATE,Mean
ewe,,0.9987307190895081,0.9988855719566345,,0.9988081455230713
mos,,0.9987680912017822,0.9986321926116943,,0.9987001419067383
twi,0.9979044795036316,0.9989965558052063,0.998857319355011,,0.998586118221283
nya,0.9981284141540527,0.9990712404251099,0.9984027743339539,,0.9985341429710388
kin,0.9980699419975281,0.9987891316413879,0.9986605048179626,,0.9985065261522929
pcm,0.9980899095535278,0.9988100528717041,,,0.998449981212616
fon,0.9980087876319885,0.9987542629241943,0.9984959363937378,,0.9984196623166403
wol,0.9973898530006409,0.9990034699440002,0.9982003569602966,,0.9981978933016459
sna,0.9980983734130859,0.9983382225036621,0.9979637265205383,,0.9981334408124288
tsn,0.9977798461914062,,0.9984701871871948,,0.9981250166893005
swa,0.9982253313064575,0.9991521239280701,0.9968354105949402,,0.9980709552764893
zul,0.9975405335426331,0.9985288381576538,,,0.9980346858501434
ibo,0.9969315528869629,,0.9986552000045776,,0.9977933764457703
xho,0.9977608323097229,0.9976739287376404,,,0.9977173805236816
luo,,0.9977235794067383,0.9975205063819885,,0.9976220428943634
bbj,0.9966866970062256,,0.9984880685806274,,0.9975873827934265
hau,0.9961188435554504,0.9988232254981995,0.9973800182342529,,0.9974406957626343
bam,0.998212993144989,,0.9962894320487976,,0.9972512125968933
lug,,0.9977046251296997,0.9967561960220337,,0.9972304105758667
yor,0.9950724244117737,,0.998275876045227,,0.9966741502285004
