,ORG,DATE,LOC,PER,Mean
lug,0.9873019456863403,,,0.988860547542572,0.9880812466144562
sna,0.9846317768096924,,0.9815951585769653,0.9855602979660034,0.9839290777842203
nya,0.9849734306335449,,0.9765799641609192,0.9870948195457458,0.9828827381134033
hau,0.9820616245269775,,0.9731413722038269,0.9905391931533813,0.9819140632947286
kin,0.9805354475975037,,0.97344571352005,0.9909520745277405,0.9816444118817648
zul,0.9840019941329956,,0.9737927913665771,0.9852093458175659,0.9810013771057129
twi,0.9819098711013794,,0.9694784283638,0.985583484172821,0.9789905945460001
mos,0.9759493470191956,,0.9713869690895081,0.9840860962867737,0.9771408041318258
luo,0.968593955039978,,,0.9811133742332458,0.9748536646366119
xho,0.9741806983947754,,0.9730518460273743,0.9723711609840393,0.9732012351353964
ibo,0.9730135798454285,,0.9733800292015076,,0.973196804523468
tsn,0.9741538166999817,,0.9712486267089844,,0.972701221704483
wol,0.9678105115890503,,0.9675077795982361,0.9818546772003174,0.9723909894625345
ewe,0.9695954322814941,,0.9620083570480347,0.9783827662467957,0.9699955185254415
fon,0.9634882211685181,,0.9648652076721191,0.9671501517295837,0.9651678601900736
bam,0.9407844543457031,,0.9657993316650391,0.9802755117416382,0.9622864325841268
swa,0.941184937953949,,0.9575581550598145,0.9692779183387756,0.9560070037841797
bbj,0.9551374912261963,,0.9345842003822327,0.9746865034103394,0.9548027316729227
pcm,0.9507619738578796,,0.9380289316177368,0.9737845063209534,0.9541918039321899
yor,0.9596842527389526,,0.9403411149978638,,0.9500126838684082
