,PER,ORG,LOC,DATE,Mean
swa,0.9999193345666421,0.9994522029464544,0.9997877974911819,0.9992986794153226,0.9996145036049002
hau,0.9998878186482054,0.9998407562543512,0.9997509619430911,0.9986641655610363,0.999535925601671
lug,0.9999791987388791,0.9998353641166097,0.999835814588224,0.9984736695067882,0.9995310117376253
pcm,0.9999318405959006,0.9996575529376256,0.9993866483508789,0.9990385905945413,0.9995036581197366
ewe,0.9998912264974017,0.999607671491032,0.9996093150016552,0.9989060740178518,0.9995035717519852
sna,0.9999456821987338,0.9999492204038107,0.9996244226971202,0.9984118581572426,0.9994827958642268
yor,0.9996782886857128,0.9998031690976881,0.9994606802702415,0.9989748851906989,0.9994792558110853
bam,0.9998812386202616,0.9995084437392313,0.9994784156393345,0.9989989302310461,0.9994667570574683
kin,0.999922316728189,0.9996641755979382,0.9994817347720889,0.9983481812461034,0.9993541020860799
ibo,0.9999249700894505,0.9995481390478993,0.9994736701600441,0.99805789077678,0.9992511675185435
mos,0.999917211704572,0.9998482172246327,0.9984359010110017,0.9985874523250328,0.9991971955663097
luo,0.999917299850686,0.9998414448036537,0.9996614423218008,0.9973204008084762,0.9991851469461541
nya,0.9989713834309676,0.9998355951391991,0.999833872235239,0.9979652577838377,0.9991515271473108
bbj,0.9998264804818868,0.999313703932239,0.9993939371140884,0.9979648339779806,0.9991247388765487
twi,0.999425944889597,0.9999245786528609,0.9990834333921986,0.997953855500804,0.9990969531088651
fon,0.999727030994081,0.9996847486696266,0.9993962823359495,0.9971953425283078,0.9990008511319912
tsn,0.9997857084997624,0.9988656312675174,0.9984739223793104,0.9988254356543173,0.9989876744502268
zul,0.9987548466011953,0.9983698410567906,0.9993351833719945,0.9993985344038411,0.9989646013584553
wol,0.9999096170239089,0.9992539384454693,0.999355995475749,0.9965176673850847,0.998759304582553
xho,0.9989193225579894,0.996886268236665,0.9993059759765094,0.9993182834810977,0.9986074625630654
