,PER,DATE,ORG,LOC
bam,0.9994332790374756,,0.999638557434082,0.9998596906661987
bbj,0.9994428753852844,,0.9997915625572205,0.9996947646141052
ewe,0.9994542002677917,,0.9998080134391785,0.9999169111251831
fon,0.9994304776191711,,0.9998068809509277,0.9972995519638062
hau,0.9988666772842407,,0.9986060261726379,0.9997701048851013
ibo,0.9994763731956482,,0.9996839761734009,0.9999014139175415
kin,0.9994840025901794,,0.9998895525932312,0.9999130964279175
lug,0.9995337724685669,,0.9997711777687073,0.9999113082885742
luo,0.9995230436325073,,0.9998296499252319,0.9999298453330994
mos,0.9993650317192078,,0.9997983574867249,0.9998893141746521
nya,0.9995157718658447,,0.9999033212661743,0.9997519850730896
pcm,0.9984551072120667,,0.9990113973617554,0.9965647459030151
sna,0.9992274045944214,,0.999833345413208,0.9998907446861267
swa,0.9995075464248657,,0.9995992183685303,0.9998849630355835
tsn,0.9994288682937622,,0.9998535513877869,0.9991970658302307
twi,0.999243974685669,,0.9999078512191772,0.9998700618743896
wol,0.9993828535079956,,0.9998974800109863,0.9998319149017334
xho,0.9994717240333557,,0.9996178150177002,0.9997931718826294
yor,0.9993651509284973,,0.9998204708099365,0.9997556209564209
zul,0.9995020031929016,,0.9998643398284912,0.9997456073760986
