,DATE,PER,ORG,LOC
bam,0.7607835531234741,0.7992847561836243,0.6687568426132202,0.7139849066734314
bbj,0.6435805559158325,0.8285854458808899,0.7484029531478882,0.4688897728919983
ewe,0.5185264945030212,0.8506709933280945,0.8283552527427673,0.7603145241737366
fon,0.7076553702354431,0.8412972688674927,0.8072952628135681,0.6109519004821777
hau,0.8534978628158569,0.8601426482200623,0.8513044714927673,0.6080943942070007
ibo,0.8943828344345093,0.8440900444984436,0.8614848256111145,0.7048820853233337
kin,0.8777705430984497,0.8225759267807007,0.8843750953674316,0.8479469418525696
lug,0.8198592066764832,0.9680745005607605,0.8306396007537842,0.871730625629425
luo,0.8291232585906982,0.819588303565979,0.8327938318252563,0.8324069976806641
mos,0.6251376867294312,0.8448143601417542,0.7811657786369324,0.6580663323402405
nya,0.8350045084953308,0.8790080547332764,0.905180037021637,0.7897244095802307
pcm,0.4739445745944977,0.8825288414955139,0.7324710488319397,0.8143071532249451
sna,0.8967820405960083,0.8675533533096313,0.8307265639305115,0.6398234963417053
swa,0.7568274140357971,0.8162095546722412,0.7942582964897156,0.8808144927024841
tsn,0.8612343072891235,0.8351741433143616,0.8524103164672852,0.7517237067222595
twi,0.7657628655433655,0.8820212483406067,0.8821271657943726,0.8281933665275574
wol,0.834536075592041,0.8473113775253296,0.8128488063812256,0.6509259939193726
xho,0.89235520362854,0.8217043876647949,0.8202829360961914,0.5888057351112366
yor,0.6952295303344727,0.6700968146324158,0.7545062303543091,0.48150932788848877
zul,0.8528973460197449,0.7555997371673584,0.8546819090843201,0.7380672693252563
