,DATE,PER,ORG,LOC
bam,,0.9461877346038818,0.8712556958198547,0.9311183094978333
bbj,,0.9588190317153931,0.9399706125259399,0.8498653769493103
ewe,,0.9511761665344238,0.945235550403595,0.8888020515441895
fon,,0.9494843482971191,0.9514523148536682,0.9238174557685852
hau,,0.9694647789001465,0.9648525714874268,0.9172384738922119
ibo,,,0.9631108045578003,0.9231579899787903
kin,,0.9739665389060974,0.9621483087539673,0.9302048683166504
lug,,0.9550854563713074,0.9631847143173218,
luo,,0.9623415470123291,0.9366249442100525,
mos,,0.9570650458335876,0.9568523168563843,0.9278603792190552
nya,,0.9760804772377014,0.9571422338485718,0.9202195405960083
pcm,,0.9667372703552246,0.9260020852088928,0.9218206405639648
sna,,0.9624994397163391,0.9598010182380676,0.9088757038116455
swa,,0.9606459736824036,0.9248956441879272,0.9311399459838867
tsn,,,0.951618492603302,0.9182658195495605
twi,,0.9733056426048279,0.9714736342430115,0.9316322803497314
wol,,0.9649247527122498,0.9354316592216492,0.905545711517334
xho,,0.9245644807815552,0.9397304058074951,0.8944666981697083
yor,,,0.9396820664405823,0.8296728730201721
zul,,0.9511489272117615,0.962875247001648,0.9026414752006531
