,PER,LOC,ORG,DATE,Mean
kin,,,0.9999827742576599,,0.9999827742576599
twi,0.9999825954437256,,,,0.9999825954437256
lug,0.9999909400939941,,0.999971330165863,,0.9999811351299286
xho,0.9999790191650391,0.9999739527702332,,,0.9999764859676361
hau,0.9999838471412659,,0.9999673962593079,,0.9999756217002869
ewe,0.9999784827232361,,0.9999719858169556,,0.9999752342700958
zul,,0.9999701976776123,,,0.9999701976776123
fon,0.9999690651893616,,,,0.9999690651893616
bam,,,0.9999676942825317,,0.9999676942825317
sna,0.9999675154685974,0.9999659657478333,,,0.9999667406082153
wol,,,0.9999630451202393,,0.9999630451202393
mos,0.9999787211418152,,0.9999392032623291,,0.9999589622020721
bbj,,0.9999381899833679,0.9999674558639526,,0.9999528229236603
tsn,,0.9999328255653381,0.9999654293060303,,0.9999491274356842
pcm,0.9999464750289917,0.9999335408210754,,,0.9999400079250336
nya,,,0.9999266266822815,,0.9999266266822815
ibo,,0.9999251365661621,0.9998992681503296,,0.9999122023582458
luo,0.9999139904975891,,0.9999032616615295,,0.9999086260795593
yor,,0.9998462796211243,0.999958872795105,,0.9999025762081146
swa,0.9998922348022461,,,,0.9998922348022461
