,LOC,ORG,PER,DATE,Mean
lug,0.9451191321004909,0.9505940024786409,0.9784982906843857,0.9315612046976537,0.9514431574902928
luo,0.9457640680058916,0.9630851561428717,0.9432075980773491,0.9405494876103373,0.9481515774591124
kin,0.9485915835474474,0.9538193300144373,0.9288223200880437,0.9562626059562038,0.946873959901533
twi,0.9371702884485298,0.9650564867869598,0.9499380331623097,0.9326299494857158,0.9461986894708788
nya,0.9232689680216278,0.9700618404971963,0.9571576397667704,0.9324066807546149,0.9457237822600523
swa,0.9528561456253878,0.9545036863799898,0.9362796326442302,0.9141561053870916,0.9394488925091748
ibo,0.8707752947326532,0.9492771787668953,0.9548971964339849,0.9653989492518159,0.9350871547963373
sna,0.8720607882585648,0.9434532251903748,0.9609346047586048,0.9603214005403742,0.9341925046869797
zul,0.905501488997895,0.9592648392222297,0.9248091710551163,0.9470279987569262,0.9341508745080418
hau,0.8578428062679371,0.9510644078902544,0.9560202498000503,0.9495939395885118,0.9286303508866884
tsn,0.8796500440906418,0.9429437917782071,0.9329153544754106,0.9499648079236036,0.9263684995669658
xho,0.852016658727908,0.9424803818187483,0.9410248197793211,0.9581886392783832,0.9234276249010902
wol,0.8481153445241583,0.9520845309964378,0.9529065380269724,0.9296497629254725,0.9206890441182602
mos,0.8698618351107803,0.9457129071066451,0.9462303844228482,0.9068192420292434,0.9171560921673793
pcm,0.9287581996866016,0.9167986512978125,0.9593688275394562,0.8196789893888663,0.9061511669781841
ewe,0.903131688809416,0.958103383340043,0.9469480027979127,0.8011872068444009,0.9023425704479431
bam,0.8851734097002325,0.8386056152908273,0.9385956540438416,0.9131528076238384,0.893881871664685
fon,0.832956482344116,0.9329866170248545,0.940200917018804,0.8555019249408512,0.8904114853321564
yor,0.7597594739018299,0.9302053678063046,0.8843659694482626,0.8896818885664423,0.8660031749307098
bbj,0.7394805262501178,0.8924340783470236,0.9417986362865804,0.8212440651549303,0.848739326509663
