,LOC,PER,ORG,DATE,Mean
lug,0.91151714,0.98148054,0.9508697,0.9135139,0.9393453
kin,0.9126805,0.94535565,0.94220626,0.9224503,0.9306732
nya,0.8420173,0.96172696,0.93130666,0.8762676,0.90282965
xho,0.8667281,0.87956935,0.9150648,0.932627,0.8984973
luo,0.8856631,0.95931315,0.8932605,0.85077584,0.89725316
sna,0.88719326,0.8611582,0.91509974,0.92273676,0.89654696
twi,0.8644872,0.9513149,0.91617006,0.84196115,0.89348334
ibo,0.8790559,0.9356087,0.8572674,0.870819,0.8856877
wol,0.8396542,0.9283867,0.9032499,0.8320552,0.8758365
tsn,0.795237,0.9380136,0.9030834,0.8646273,0.8752403
zul,0.84291136,0.892068,0.904487,0.8525846,0.8730127
swa,0.8290481,0.9535468,0.8643347,0.8407271,0.8719142
hau,0.79828495,0.9137306,0.8750795,0.85362524,0.86018014
bam,0.85416985,0.90600467,0.8378507,0.8067527,0.8511945
ewe,0.7934141,0.9037261,0.8621719,0.75800025,0.82932806
pcm,0.79948336,0.94805884,0.85943735,0.6639688,0.81773704
mos,0.7783457,0.8925525,0.8776775,0.71134716,0.8149807
fon,0.76616836,0.8815632,0.8583318,0.70058113,0.80166113
bbj,0.6880132,0.8816162,0.76926494,0.6994714,0.75959146
yor,0.6961968,0.8005244,0.7379924,0.7534214,0.7470337
