,PER,LOC,ORG,DATE,Mean
lug,0.99984306,0.9997867,0.99963796,0.99938536,0.99966323
kin,0.9996457,0.9995987,0.9995601,0.9992499,0.9995136
nya,0.999563,0.99946946,0.99952936,0.99919397,0.99943894
luo,0.999527,0.9994924,0.99934834,0.9991644,0.99938303
sna,0.99920124,0.99950886,0.99944574,0.9992881,0.999361
tsn,0.99955255,0.9989817,0.99943376,0.9991872,0.9992888
wol,0.9993529,0.9993284,0.999148,0.99893653,0.9991915
zul,0.99919605,0.99910086,0.9990595,0.99867857,0.9990088
xho,0.9991512,0.9989477,0.99867886,0.9983855,0.9987908
ibo,0.99901074,0.9987271,0.998612,0.99876094,0.9987777
twi,0.99922234,0.9985632,0.9988494,0.99834377,0.99874467
ewe,0.9990023,0.99860996,0.998876,0.9983499,0.9987095
bam,0.9990109,0.9987321,0.9984107,0.9986642,0.9987045
mos,0.9987487,0.9985259,0.99876344,0.9981365,0.9985436
pcm,0.999327,0.9985424,0.99877906,0.9974373,0.99852145
hau,0.9991986,0.9985312,0.9983278,0.99704725,0.9982762
swa,0.99916816,0.99778295,0.9983521,0.99755234,0.9982139
yor,0.9985003,0.9979964,0.9980294,0.9978081,0.9980836
bbj,0.9986752,0.99724144,0.9974143,0.9968339,0.9975412
fon,0.9983306,0.9972164,0.9979421,0.99630475,0.9974485
