,LOC,ORG,PER,DATE,Mean
twi,0.9855734906770994,0.9969890537743457,0.996287800362331,0.9917876816992829,0.9926595066282647
kin,0.9859990346181757,0.9966152082779812,0.9962081028535019,0.9914987456858154,0.9925802728588685
lug,0.9920674632218169,0.9862121025680494,0.9983416634264479,0.9880943480816272,0.9911788943244854
ibo,0.9782894804659535,0.9945921297201893,0.9968103621287439,0.9947915460066841,0.9911208795803926
luo,0.9838883224330005,0.9957451764643814,0.9977067102791303,0.9850634426878032,0.9906009129660788
swa,0.9900161182929387,0.9934675274948653,0.9971263981349974,0.9759955512013798,0.9891513987810453
tsn,0.9799426033799399,0.9929775394953335,0.9965958091555459,0.9852859467179346,0.9887004746871885
ewe,0.9761276150761349,0.9951390179791985,0.9956209812580373,0.9855918272738938,0.9881198603968161
sna,0.973453653012997,0.9940442709492459,0.9917071026317662,0.9915059520020681,0.9876777446490193
zul,0.9714000243755644,0.995255871850812,0.9907460864009348,0.9873658532423674,0.9861919589674196
nya,0.9759083568801896,0.9972848492336074,0.9880932508127176,0.9832566702153248,0.9861357817854599
xho,0.9625810910836489,0.9945034780564315,0.9925140864571902,0.9948415659932494,0.98611005539763
wol,0.9643616752272487,0.9945229003901689,0.9950510004085659,0.9897153278787431,0.9859127259761816
mos,0.9575249774987792,0.9955224982020218,0.9967201359618453,0.9857305593337429,0.9838745427490974
pcm,0.9845574495792706,0.9907303670494647,0.997546387457486,0.9593078372950943,0.983035510345329
fon,0.9632717012206155,0.9952511442475047,0.994401893485084,0.9791608845973521,0.9830214058876391
hau,0.9579659538165423,0.9903620878188045,0.9952707319795016,0.9838864418377814,0.9818713038631575
yor,0.9534197766946263,0.9954026483564089,0.9889341972888579,0.9883909429600226,0.9815368913249789
bam,0.9683302455076136,0.9854098968849431,0.993169874119056,0.9757778996335233,0.9806719790362839
bbj,0.9497819602475338,0.9915572500749701,0.9967060533718167,0.9817998862557555,0.9799612874875191
