,LOC,PER,DATE,ORG
bam,0.9736040234565735,0.9799972772598267,,0.9513431191444397
bbj,0.9415037035942078,0.9828896522521973,,0.9741497039794922
ewe,0.9748330116271973,0.9833851456642151,,0.9840922355651855
fon,0.9646121263504028,0.9835709929466248,,0.9781560301780701
hau,0.9543495774269104,0.9812700152397156,,0.9736815094947815
ibo,0.9602012634277344,0.981131374835968,,0.9821743965148926
kin,0.9747203588485718,0.9820858836174011,,0.9807760715484619
lug,0.9652246236801147,0.9797565937042236,,0.975185751914978
luo,0.9731427431106567,0.9838054776191711,,0.9676966071128845
mos,0.9665298461914062,0.9828065037727356,,0.9791033267974854
nya,0.9682645797729492,0.9876753687858582,,0.9770966172218323
pcm,0.9736635684967041,0.9888002872467041,,0.9734638333320618
sna,0.9613850712776184,0.9823398590087891,,0.9779518842697144
swa,0.9682938456535339,0.984533429145813,,0.9599649906158447
tsn,0.9674012660980225,0.985619843006134,,0.9806782007217407
twi,0.9741196036338806,0.9865545630455017,,0.9869515895843506
wol,0.965231716632843,0.9830600023269653,,0.9782646298408508
xho,0.9637582898139954,0.9693819284439087,,0.9766261577606201
yor,0.9439585208892822,,,0.9726557731628418
zul,0.9566984176635742,0.9789201617240906,,0.9813686609268188
