,LOC,PER,DATE,ORG
bam,0.9431180953979492,0.9623593688011169,0.9639648795127869,0.93541419506073
bbj,0.9028680920600891,0.9703619480133057,0.9523621201515198,0.9746448397636414
ewe,0.9542216062545776,0.9721649289131165,0.9508315324783325,0.9856893420219421
fon,0.9329069256782532,0.9734107851982117,0.9563549757003784,0.9799758195877075
hau,0.919610321521759,0.9698710441589355,0.934967041015625,0.9693471193313599
ibo,0.9292083978652954,0.971621036529541,0.9822981357574463,0.9799694418907166
kin,0.9611314535140991,0.9697638750076294,0.9730608463287354,0.9783968925476074
lug,0.9662044644355774,0.9488324522972107,0.965186595916748,0.9645453691482544
luo,0.9593987464904785,0.9686411619186401,0.9727460741996765,0.9780033230781555
mos,0.9332549571990967,0.9739190936088562,0.9418889880180359,0.9796996116638184
nya,0.9342336654663086,0.9778425693511963,0.9643329977989197,0.9741995930671692
pcm,0.9541319012641907,0.9774278998374939,0.9006878137588501,0.9565233588218689
sna,0.9331584572792053,0.9702233672142029,0.9722551703453064,0.9725978970527649
swa,0.9619308114051819,0.9782352447509766,0.9047625660896301,0.944338858127594
tsn,0.951917290687561,0.9776872396469116,0.9694004654884338,0.975781261920929
twi,0.9635961055755615,0.9788909554481506,0.9733405113220215,0.9885616898536682
wol,0.9251916408538818,0.9735131859779358,0.9692403674125671,0.9754497408866882
xho,0.9307791590690613,0.9553401470184326,0.9609601497650146,0.9702057242393494
yor,0.9097844362258911,0.962454617023468,0.9641380906105042,0.9618328809738159
zul,0.9488377571105957,0.9686387181282043,0.9679299592971802,0.9790533185005188
