,DATE,PER,LOC,ORG
bam,,0.9999914169311523,0.9999958872795105,0.9999932050704956
bbj,,0.9999944567680359,0.9999935626983643,0.9999967813491821
ewe,,0.9999976754188538,0.9999905228614807,0.9999873638153076
fon,,0.9999955296516418,0.999996542930603,0.9999973773956299
hau,,0.9999907612800598,0.9999951720237732,0.9999983906745911
ibo,,,0.9999957084655762,0.9999901056289673
kin,,0.999997079372406,0.9999933838844299,0.999987006187439
lug,,0.9999980926513672,,0.9999978542327881
luo,,0.9999955892562866,,0.9999871253967285
mos,,0.9999979734420776,0.999997615814209,0.9999958276748657
nya,,0.9999970197677612,0.9999964237213135,0.9999948740005493
pcm,,0.9999963641166687,0.9999966025352478,0.999997079372406
sna,,0.9999977350234985,0.9999973773956299,0.9999979734420776
swa,,0.9999966025352478,0.9999962449073792,0.9999881982803345
tsn,,,0.9999917149543762,0.9999944567680359
twi,,0.9999973773956299,0.9999964237213135,0.9999983906745911
wol,,0.9999974966049194,0.999989926815033,0.9999878406524658
xho,,0.9999967813491821,0.9999958872795105,0.9999913573265076
yor,,,0.9999912977218628,0.9999985694885254
zul,,0.9999962449073792,0.9999942183494568,0.9999909996986389
