,DATE,PER,LOC,ORG
bam,0.9999929070472717,0.9999966025352478,0.9999977946281433,0.9999858140945435
bbj,0.9999955892562866,0.9999949336051941,0.9999905824661255,0.9999970197677612
ewe,0.9999777674674988,0.999995768070221,0.9999944567680359,0.9999868869781494
fon,0.9999932050704956,0.9999950528144836,0.9999940991401672,0.9999939799308777
hau,0.99997878074646,0.9999973773956299,0.9999977946281433,0.9999873042106628
ibo,0.9999976754188538,0.999994695186615,0.9999948143959045,0.9999889731407166
kin,0.9999921321868896,0.9999978542327881,0.9999970197677612,0.9999921917915344
lug,0.9999976754188538,0.9999983310699463,0.9999969005584717,0.9999972581863403
luo,0.9999922513961792,0.9999976754188538,0.9999972581863403,0.9999901056289673
mos,0.9999954700469971,0.9999982118606567,0.9999980926513672,0.9999891519546509
nya,0.9999874830245972,0.9999984502792358,0.9999971389770508,0.999993085861206
pcm,0.9999726414680481,0.9999975562095642,0.9999953508377075,0.999987006187439
sna,0.9999958872795105,0.9999972581863403,0.9999942779541016,0.9999984502792358
swa,0.9999783635139465,0.9999955296516418,0.9999977946281433,0.9999790787696838
tsn,0.9999921321868896,0.9999951720237732,0.9999978542327881,0.9999890327453613
twi,0.9999901056289673,0.9999983906745911,0.9999911189079285,0.9999874234199524
wol,0.9999924898147583,0.9999983906745911,0.9999949336051941,0.9999762773513794
xho,0.9999875426292419,0.9999960660934448,0.9999966025352478,0.9999955296516418
yor,0.9999963045120239,0.9999968409538269,0.9999916553497314,0.9999968409538269
zul,0.9999924898147583,0.9999971389770508,0.9999967813491821,0.9999977350234985
