,PER,ORG,LOC,DATE
bam,,0.9402188658714294,,
bbj,,0.9184389710426331,,
ewe,0.9015759825706482,0.9536870718002319,,
fon,0.9032460451126099,,,
hau,0.9261276721954346,0.9125086069107056,,
ibo,,0.939552903175354,0.9783775806427002,
kin,,0.9713848829269409,,
lug,0.940933346748352,0.974392294883728,,
luo,0.9322309494018555,0.9592381715774536,,
mos,0.9174479842185974,0.9568144083023071,,
nya,,0.9693827629089355,,
pcm,0.9201087951660156,,0.9063735604286194,
sna,0.9021888971328735,,0.9781267046928406,
swa,0.9370990991592407,,,
tsn,,0.9406889081001282,0.9625911712646484,
twi,0.9336850047111511,,,
wol,,0.9664725661277771,,
xho,0.9163245558738708,,0.9694612622261047,
yor,,0.9514290690422058,0.9364492297172546,
zul,,,0.9515095949172974,
