,PER,ORG,LOC,DATE
bam,0.9539211988449097,0.9673891663551331,0.9845608472824097,
bbj,0.9537272453308105,0.9636119604110718,0.9479321241378784,
ewe,0.9558439254760742,0.9544161558151245,0.9679768681526184,
fon,0.9470229744911194,0.9737147688865662,0.9797419309616089,
hau,0.9518484473228455,0.9836046695709229,0.9849256277084351,
ibo,0.9641888737678528,0.9624817371368408,0.9863846302032471,
kin,0.9648642539978027,0.9613264799118042,0.9787724614143372,
lug,0.9633528590202332,0.9837712645530701,0.9785850048065186,
luo,0.9625503420829773,0.9461227059364319,0.9822657108306885,
mos,0.9605750441551208,0.9727057218551636,0.9862834215164185,
nya,0.9716290831565857,0.9673574566841125,0.9778295755386353,
pcm,0.9604825377464294,0.9517624378204346,0.9614471793174744,
sna,0.9555404782295227,0.9870710968971252,0.9911791682243347,
swa,0.9629475474357605,0.9530400633811951,0.9755055904388428,
tsn,0.9598878622055054,0.9576496481895447,0.9746334552764893,
twi,0.9613652229309082,0.9809170365333557,0.9825741052627563,
wol,0.9689401984214783,0.9644054770469666,0.9853002429008484,
xho,0.9567101001739502,0.9816377758979797,0.9836721420288086,
yor,0.9464463591575623,0.969805121421814,0.9510533809661865,
zul,0.9681680798530579,0.978497326374054,0.9852028489112854,
