,PER,ORG,LOC,DATE
bam,,0.9652289748191833,,
bbj,,0.9652220010757446,0.9432639479637146,
ewe,0.9577759504318237,0.9637778401374817,,
fon,0.9467960596084595,,,
hau,0.9660722613334656,0.9830130934715271,,
ibo,,0.9683511853218079,0.9856720566749573,
kin,,0.9729102849960327,,
lug,0.9640516042709351,0.9855400323867798,,
luo,0.9572388529777527,0.9668573141098022,,
mos,0.9522184729576111,0.9715927243232727,,
nya,,0.9726741313934326,,
pcm,0.9537297487258911,,0.9466895461082458,
sna,0.9586049914360046,,0.9873032569885254,
swa,0.9633144736289978,,,
tsn,,0.9573174118995667,0.9697092771530151,
twi,0.9658291935920715,,,
wol,,0.9709374904632568,,
xho,0.9520674347877502,,0.979852557182312,
yor,,0.9595964550971985,0.9558821320533752,
zul,,,0.9723257422447205,
