,PER,LOC,ORG,DATE,SWD_mean
bam,0.0019256380603565049,0.0024039248231702004,0.003078414463743684,,0.002469325782423463
bbj,0.0018766616384482404,0.0028367669401632156,0.0018287915482915196,,0.0021807400423009917
ewe,0.0019134236699756002,0.002266806530087706,0.0015494574670356087,,0.0019098958890329716
fon,0.00214603276424441,0.002494612188456813,0.0019031542994980555,,0.0021812664173997596
hau,0.0017487290365352237,0.0028231858088929584,0.0021537277348215866,,0.0022418808600832563
ibo,0.0017907111839576828,0.0024853788772816188,0.001421301645677886,,0.0018991305689723958
kin,0.0020296689360748132,0.0019288781084014772,0.001448612174272057,,0.0018023864062494492
lug,0.0020854319960790235,0.0018396782521676869,0.0026707511735821754,,0.002198620473942962
luo,0.001951739508058381,0.0020029190359309723,0.0017230228714879559,,0.0018925604718257698
mos,0.0019891083013590105,0.0025654168939581723,0.0015904484600923752,,0.002048324551803186
nya,0.0029869202346617385,0.0024013777053824015,0.001534169057094914,,0.002307488999046351
pcm,0.0020492246392223024,0.0021817592063371194,0.002182750359452257,,0.0021379114016705594
sna,0.0021428350305541244,0.002232949840845322,0.0019658623936038566,,0.0021138824216677676
swa,0.0019464243575839646,0.0019226445435833739,0.0023750005136662367,,0.002081356471611192
tsn,0.0022314614200240612,0.002516343360866813,0.0017862622614757129,,0.002178022347455529
twi,0.0018223591680452955,0.002121797457220964,0.0012395547186088152,,0.0017279037812916915
wol,0.0017865932470613188,0.003524720069435716,0.0016338695054400887,,0.002315060940645708
xho,0.0024321906710156327,0.0023917549742691335,0.0017107552121160552,,0.002178233619133607
yor,0.002235202507563372,0.0030020680055713456,0.0016083736929886072,,0.0022818814020411082
zul,0.002027118329806399,0.0024317956697359477,0.0015649674137421243,,0.0020079604710948238
