,DATE,PER,ORG,LOC,Mean
lug,0.9126726263635297,0.9692731519464008,0.9238571476166447,0.9275888675191327,0.933347948361427
luo,0.9145339068413644,0.9304146166900326,0.9437909705141304,0.9274283587540355,0.9290419631998907
kin,0.9370987664018136,0.9100815132992823,0.9423377441438754,0.9235767106494018,0.9282736836235933
twi,0.9083750408144045,0.9384224274451384,0.9496964073057762,0.915236208697584,0.9279325210657257
nya,0.9054681397175611,0.9471246128034918,0.9521566008226048,0.8938869260265248,0.9246590698425456
sna,0.9460461561408955,0.9438516383511389,0.9242862886280997,0.8340175037084058,0.912050396707135
swa,0.8779732279676639,0.9179383785872773,0.9182010113624939,0.9267854456502861,0.9102245158919303
ibo,0.9503395718739076,0.9328890369873392,0.9145848233691903,0.8405410329065397,0.9095886162842441
zul,0.9270369997167583,0.8916913800098325,0.9346445443970816,0.8801935119651493,0.9083916090222054
hau,0.9191268540132151,0.9341205140014913,0.9261920592914774,0.8254666090449236,0.9012265090877769
xho,0.9425246627206362,0.9087700438138647,0.9233525052121673,0.8133921311690281,0.897009835728924
wol,0.8988909535278417,0.9358507862995267,0.9364007617858657,0.8152978691451677,0.8966100926896005
tsn,0.9231194959785765,0.9153406854954369,0.9020984991491627,0.8301641713075694,0.8926807129826864
mos,0.8714537599488273,0.9241169176343272,0.9188179873797464,0.8487906192173125,0.8907948210450534
bam,0.8719678001406466,0.9150588887009093,0.8226551107804156,0.8593215566154683,0.86725083905936
ewe,0.7476627156501718,0.9222592531994779,0.9372880699271516,0.8595989560984402,0.8667022487188104
fon,0.8263058731780837,0.9185931617720978,0.9084059650813344,0.798746867835745,0.8630129669668153
pcm,0.7419729145135515,0.9444545744117115,0.8579525117809893,0.8928720904272813,0.8593130227833834
yor,0.8551323017978828,0.855882109495751,0.902743343027451,0.7102066455137088,0.8309910999586985
bbj,0.7869357366018935,0.9212430305872902,0.8597290977141339,0.6740956509406743,0.810500878960998
