,LOC,DATE,PER,ORG,Mean
nya,0.9889885384246949,0.985044310389303,0.9393655315393925,0.9880713860833026,0.9753674416091733
kin,0.9885992423740327,0.9879345814474275,0.9347574843899998,0.9871797259289234,0.9746177585350959
sna,0.9856604632563952,0.9899448945414483,0.9362600410860412,0.9856191111931285,0.9743711275192533
lug,0.9864769123576804,0.9896049678386263,0.934696826873674,0.9787978221754758,0.9723941323113642
twi,0.9810180392543224,0.9760087364358224,0.9352243708240068,0.9815980312040913,0.9684622944295608
xho,0.9788009293934582,0.9919121036794754,0.9271966240316595,0.9751801515331449,0.9682724521594346
luo,0.984224077995756,0.9752129821077488,0.9319522305817025,0.9794982389100324,0.9677218823988099
hau,0.9754518646256742,0.9824408275216888,0.9337282856475598,0.9778519013787528,0.9673682197934189
zul,0.9771695930636886,0.9797976013113338,0.935984749249179,0.9754289139596656,0.9670952143959668
tsn,0.971696889852143,0.9812657563089514,0.928308871429734,0.9791929924541474,0.9651161275112439
swa,0.9737206848594206,0.9711578814738255,0.9351005575841653,0.9792013993770183,0.9647951308236075
wol,0.9743469072946253,0.9769883074225403,0.9327779224782103,0.9739644676792137,0.9645194012186474
ibo,0.9817842908576246,0.9804054789626333,0.9290270721495703,0.9449406280845632,0.9590393675135979
bam,0.974944773591125,0.9742255484130965,0.9177091322869677,0.9602988262342724,0.9567945701313655
mos,0.9654217828297958,0.958842748802393,0.9216869677585522,0.9725612528406392,0.9546281880578451
ewe,0.9580888146681911,0.9660359303023238,0.9129851701443193,0.9718568966420332,0.952241702939217
yor,0.9434068919458384,0.9505389522872232,0.9210323938714757,0.9625166740021153,0.9443737280266632
fon,0.9459698998078183,0.9098008674435109,0.9139516806687251,0.9586449688544444,0.9320918541936247
pcm,0.9535882344929908,0.8893715698270533,0.9294960285300338,0.9479528525938362,0.9301021713609785
bbj,0.8903452562462699,0.9255547432758889,0.9218024233114668,0.9210227864786253,0.9146813023280627
