,PER,LOC,ORG,DATE
bam,0.8948096632957458,0.8416843414306641,0.7597357630729675,0.8628616333007812
bbj,0.8930396437644958,0.6728522181510925,0.8651686310768127,0.770695686340332
ewe,0.8851081728935242,0.8564892411231995,0.9132066369056702,0.6792841553688049
fon,0.8863908052444458,0.7773818969726562,0.9037038683891296,0.8249541521072388
hau,0.9036554098129272,0.7763301730155945,0.9299834966659546,0.9004766941070557
ibo,0.9095869660377502,0.8388439416885376,0.9252372980117798,0.9421309232711792
kin,0.9168931245803833,0.9147768020629883,0.9184808135032654,0.9295273423194885
lug,0.8869377970695496,0.9165444374084473,0.9173825979232788,0.9004103541374207
luo,0.8782949447631836,0.903301477432251,0.9146345853805542,0.907625138759613
mos,0.8947011232376099,0.8143917918205261,0.8961958289146423,0.7740073204040527
nya,0.9225267767906189,0.8096029162406921,0.9168447256088257,0.9065549969673157
pcm,0.9037315845489502,0.8794866800308228,0.8341735005378723,0.6677895784378052
sna,0.911034107208252,0.7922759652137756,0.9153969287872314,0.9367801547050476
swa,0.8621049523353577,0.8898558020591736,0.8580182194709778,0.8431041836738586
tsn,0.8980413675308228,0.8620381951332092,0.9068419337272644,0.9181705117225647
twi,0.9198025465011597,0.9021489024162292,0.9441539645195007,0.8660042881965637
wol,0.9038985371589661,0.771150529384613,0.9060777425765991,0.8916957974433899
xho,0.855143129825592,0.7644014358520508,0.9049748778343201,0.9516589641571045
yor,0.8131431341171265,0.685231626033783,0.8584425449371338,0.8281610012054443
zul,0.8586205244064331,0.8483707308769226,0.9263690114021301,0.9148827195167542
