,PER,LOC,ORG,DATE
bam,0.9480288028717041,0.9049838781356812,0.8638162016868591,0.9518978595733643
bbj,0.9422224760055542,0.7901315093040466,0.9261770844459534,0.871057391166687
ewe,0.9318251013755798,0.9170194268226624,0.958186149597168,0.8148857355117798
fon,0.9413269758224487,0.8801935315132141,0.9473371505737305,0.9034437537193298
hau,0.9519964456558228,0.8684749603271484,0.9590352177619934,0.9466002583503723
ibo,0.9533171653747559,0.8817978501319885,0.9566309452056885,0.9651860594749451
kin,0.9619569778442383,0.9277088642120361,0.9599850177764893,0.9643644690513611
lug,0.9381696581840515,0.9474116563796997,0.9643605947494507,0.9413473606109619
luo,0.9368749856948853,0.9429798126220703,0.9538969397544861,0.9549455046653748
mos,0.9453272819519043,0.8883056640625,0.9494073390960693,0.867802619934082
nya,0.9600337147712708,0.8800730109214783,0.9523608684539795,0.9500874280929565
pcm,0.9522553086280823,0.9082959890365601,0.8986327648162842,0.7993466258049011
sna,0.9478439688682556,0.8682063817977905,0.9478676319122314,0.9629871249198914
swa,0.9195603132247925,0.9280030131340027,0.8995595574378967,0.9011332988739014
tsn,0.9492667317390442,0.9155972599983215,0.9458582997322083,0.9572456479072571
twi,0.9584982991218567,0.9404695630073547,0.963965654373169,0.926875114440918
wol,0.9503333568572998,0.8733221888542175,0.9505383372306824,0.9416624307632446
xho,0.9113911986351013,0.8519579172134399,0.9475902318954468,0.9394708275794983
yor,0.8960956931114197,0.7995022535324097,0.9297912120819092,0.9079761505126953
zul,0.9280092716217041,0.9051424860954285,0.959137499332428,0.9548656940460205
