,LOC,PER,DATE,ORG
bam,0.7344854474067688,,,0.6863363981246948
bbj,0.5225130319595337,,,0.6931899785995483
ewe,,0.7847310900688171,,0.7702951431274414
fon,0.6688989400863647,0.7455101609230042,,0.7330455183982849
hau,0.6968266367912292,0.8601502180099487,,0.8231639862060547
ibo,0.7260446548461914,,,0.7950237393379211
kin,0.7505465745925903,0.8592991828918457,,0.8496532440185547
lug,,0.8408375978469849,,0.8453798294067383
luo,,0.7988302707672119,,0.7000516057014465
mos,,0.7972494959831238,,0.7626211643218994
nya,0.7210310101509094,0.8658061027526855,,0.8190067410469055
pcm,0.6597266793251038,0.8250572085380554,,
sna,0.7262367010116577,0.8524817228317261,,0.8078673481941223
swa,0.7545095086097717,0.8027312755584717,,0.7381337285041809
tsn,0.7055704593658447,,,0.8360693454742432
twi,0.7432287335395813,0.8683624863624573,,0.8430983424186707
wol,0.6223832964897156,0.8248071670532227,,0.7584654092788696
xho,0.6714142560958862,0.7202069759368896,,
yor,0.49862343072891235,,,0.6755584478378296
zul,0.6549326777458191,0.8167486190795898,,
