,ORG,PER,LOC,DATE
bam,0.999993622303009,0.9999963641166687,0.9999977350234985,0.9999958276748657
bbj,0.9999964237213135,0.9999966621398926,0.9999898672103882,0.9999961853027344
ewe,0.9999971985816956,0.9999954700469971,0.9999966621398926,0.9999921917915344
fon,0.9999951720237732,0.9999973177909851,0.9999977350234985,0.9999929070472717
hau,0.999997079372406,0.9999974966049194,0.9999957084655762,0.9999818801879883
ibo,0.9999974966049194,0.9999971389770508,0.9999979734420776,0.999998152256012
kin,0.9999960660934448,0.9999923706054688,0.9999954104423523,0.9999970197677612
lug,0.9999951720237732,0.9999971985816956,0.9999978542327881,0.9999986290931702
luo,0.9999930262565613,0.9999964833259583,0.9999979138374329,0.9999975562095642
mos,0.9999982714653015,0.9999974370002747,0.9999988079071045,0.9999953508377075
nya,0.9999929666519165,0.9999974370002747,0.9999989867210388,0.9999958872795105
pcm,0.9999932050704956,0.9999975562095642,0.9999936819076538,0.9999827742576599
sna,0.9999905228614807,0.9999901056289673,0.9999985098838806,0.9999964833259583
swa,0.9999951124191284,0.9999972581863403,0.9999963641166687,0.9999868869781494
tsn,0.9999943971633911,0.9999977350234985,0.9999977350234985,0.9999971389770508
twi,0.9999975562095642,0.9999975562095642,0.9999939203262329,0.9999924898147583
wol,0.9999974370002747,0.999996542930603,0.9999982118606567,0.9999953508377075
xho,0.9999970197677612,0.9999978542327881,0.9999971985816956,0.9999966621398926
yor,0.9999947547912598,0.9999960660934448,0.9999960660934448,0.9999960064888
zul,0.9999988675117493,0.9999988675117493,0.9999978542327881,0.9999973177909851
