,PER,DATE,ORG,LOC
bam,0.8806846141815186,0.8841085433959961,0.8409866690635681,0.7931596040725708
bbj,0.8936528563499451,0.8534628748893738,0.9287391304969788,0.7242640852928162
ewe,0.8796974420547485,0.8639086484909058,0.9365331530570984,0.8360013961791992
fon,0.9084566831588745,0.8381823301315308,0.9229130744934082,0.7721551656723022
hau,0.863778293132782,0.8298787474632263,0.9152097702026367,0.7275829911231995
ibo,0.9251579642295837,0.9421994090080261,0.9454920887947083,0.782866358757019
kin,0.906012773513794,0.92525315284729,0.9586187601089478,0.8634878396987915
lug,0.9051312208175659,0.841892659664154,0.861869215965271,0.9113985300064087
luo,0.8729923963546753,0.8992994427680969,0.9397357106208801,0.8732659220695496
mos,0.9165846705436707,0.8271511793136597,0.9357516169548035,0.7917071580886841
nya,0.9185351133346558,0.899688184261322,0.9544985294342041,0.7907189130783081
pcm,0.9056282043457031,0.7075222134590149,0.8390722870826721,0.851120114326477
sna,0.8853975534439087,0.9359196424484253,0.9186734557151794,0.8024099469184875
swa,0.8745647668838501,0.7442567944526672,0.8162186145782471,0.8688058257102966
tsn,0.9146891236305237,0.9301029443740845,0.9397194981575012,0.8466956615447998
twi,0.9197761416435242,0.8923774361610413,0.955814778804779,0.8978235125541687
wol,0.9265504479408264,0.9222748279571533,0.9416320323944092,0.730986475944519
xho,0.8896210789680481,0.9077380299568176,0.906347930431366,0.763841986656189
yor,0.8607522249221802,0.8719276785850525,0.9139271974563599,0.7374703288078308
zul,0.8833674192428589,0.9019536375999451,0.9367932081222534,0.8250019550323486
