,LOC,DATE,ORG,PER,Mean
lug,0.77457213,0.66993904,0.7647711,0.79799724,0.7518199
kin,0.74511755,0.67971504,0.712402,0.7119912,0.7123065
nya,0.7118021,0.66775495,0.7155361,0.73845035,0.7083859
sna,0.70719546,0.6775713,0.7107519,0.6965575,0.698019
xho,0.6901769,0.6847983,0.70240223,0.63527906,0.6781641
zul,0.69010925,0.63763195,0.6777605,0.70512354,0.6776563
tsn,0.66748345,0.6513139,0.6945189,0.6794372,0.6731883
luo,0.6844444,0.636002,0.6796609,0.6872001,0.67182684
wol,0.65112287,0.6322996,0.661816,0.66198254,0.6518053
hau,0.6425033,0.66084373,0.6436203,0.6545598,0.6503818
ibo,0.6576519,0.6207972,0.6455268,0.6667944,0.64769256
swa,0.62631893,0.608544,0.63172954,0.6442245,0.62770426
twi,0.6207887,0.6001243,0.6495509,0.6392255,0.62742233
ewe,0.619118,0.6103548,0.627676,0.63591826,0.62326676
bam,0.61561096,0.63056916,0.6074661,0.6379637,0.62290245
mos,0.59880483,0.6058148,0.6267044,0.652526,0.6209625
pcm,0.5798975,0.5625842,0.60185534,0.6080107,0.58808696
yor,0.5881009,0.5740036,0.59874153,0.5878078,0.58716345
fon,0.5768376,0.5315956,0.58204925,0.6039233,0.5736015
bbj,0.52622,0.5474279,0.52511996,0.5784545,0.5443056
