,LOC,PER,ORG,DATE
bam,0.7712201476097107,0.6504373550415039,0.7059826254844666,0.8291533589363098
bbj,0.5654274225234985,0.6996386051177979,0.7551639676094055,0.7161710262298584
ewe,0.8351072072982788,0.6700456142425537,0.8266936540603638,0.6255635619163513
fon,0.7072492837905884,0.6658623218536377,0.8121194243431091,0.7487097978591919
hau,0.6873608827590942,0.6695387363433838,0.8564404845237732,0.894598126411438
ibo,0.7574948072433472,0.6930826306343079,0.8813207149505615,0.918117344379425
kin,0.8999106884002686,0.65703284740448,0.88430255651474,0.9081212282180786
lug,0.9057409167289734,0.6901605725288391,0.8259938955307007,0.8279584646224976
luo,0.8744467496871948,0.6944475769996643,0.8629204034805298,0.8750777840614319
mos,0.7568355798721313,0.6694663166999817,0.8124563097953796,0.6444882750511169
nya,0.8510755896568298,0.6921873092651367,0.8840238451957703,0.890586793422699
pcm,0.8486062288284302,0.6997691988945007,0.8331125974655151,0.6658870577812195
sna,0.7693312764167786,0.6878443956375122,0.8811892867088318,0.9181472659111023
swa,0.9103550910949707,0.6309255957603455,0.8341865539550781,0.8259276747703552
tsn,0.8088310956954956,0.6633685827255249,0.843865692615509,0.9016744494438171
twi,0.8623097538948059,0.698290228843689,0.913848340511322,0.8285131454467773
wol,0.7295569777488708,0.6792160272598267,0.8492398858070374,0.8754425048828125
xho,0.6672266125679016,0.6821287274360657,0.8485689163208008,0.9210200905799866
yor,0.5726898908615112,0.5422071218490601,0.7819202542304993,0.7223175168037415
zul,0.7757551670074463,0.6713305711746216,0.8760868906974792,0.8885932564735413
