,ORG,LOC,DATE,PER,Mean
nya,0.9991973485402198,0.9987514916620225,0.9983215686977631,0.9993998996586102,0.9989175771396539
kin,0.9990752691126754,0.9988655688305901,0.9988810342449183,0.9984790762597023,0.9988252371119715
sna,0.9988957182471593,0.998382537695821,0.9987940047678797,0.9991947347680616,0.9988167488697304
lug,0.9973797039353438,0.9992161954236929,0.9990323520916253,0.9994572989495725,0.9987713876000586
luo,0.9987095332301927,0.9990147782528033,0.9984913269663634,0.9987459698705915,0.9987404020799877
wol,0.9991039260806277,0.9977459388332692,0.9986977821694955,0.9991468410557505,0.9986736220347857
twi,0.9989128422235187,0.9987702632456538,0.9973358000169577,0.9992719314976137,0.998572709245936
zul,0.9987829645813568,0.9984954933904743,0.9983587126420567,0.9984972353976758,0.9985336015028909
tsn,0.9986513832229028,0.9977763966437426,0.9986480796313613,0.9987826153391187,0.9984646187092814
xho,0.9986460419934565,0.9977927094234759,0.9986214421982137,0.9986535367569656,0.9984284325930279
ibo,0.9984195885376358,0.9975900983784487,0.9984713008790435,0.9989507397577674,0.9983579318882237
mos,0.9986020225613935,0.9974278060488424,0.9981624533066122,0.9989145709043034,0.9982767132052879
ewe,0.9987774712606154,0.9976507471594727,0.9975069416740575,0.9989895047065074,0.9982311662001633
swa,0.9981980620318317,0.9986062174864813,0.9969226069813076,0.9991487219300039,0.9982189021074062
bam,0.9979569196805397,0.9978714414945766,0.9975473044441745,0.9991167990303491,0.99812311616241
hau,0.9985296447547528,0.9980007213476257,0.9962118538583529,0.999207408798888,0.9979874071899049
yor,0.9985050478550966,0.9969135913301872,0.9970690641158946,0.9985461370179416,0.99775846007978
bbj,0.9980092003983358,0.9956722668392214,0.9963390915007739,0.998956659781132,0.9972443046298658
pcm,0.9956662301816839,0.998170619246246,0.9951824472034272,0.9993970491248642,0.9971040864390552
fon,0.997996336777693,0.9966524502507076,0.994455136292474,0.999158422002141,0.9970655863307538
