,ORG,DATE,PER,LOC,Mean
lug,0.9853352308273315,,0.99105304479599,,0.9881941378116608
sna,0.9876149892807007,,0.980694055557251,0.982136607170105,0.9834818840026855
twi,0.9800921082496643,,0.9881611466407776,0.9742833375930786,0.9808455308278402
mos,0.9689185619354248,,0.9835991859436035,0.9784237146377563,0.9769804875055949
zul,0.9715762138366699,,0.9772295355796814,0.9794394969940186,0.9760817488034567
kin,0.962976336479187,,0.9890913367271423,0.9683582186698914,0.9734752972920736
hau,0.974058985710144,,0.9759857654571533,0.9696216583251953,0.9732221364974976
nya,0.96865314245224,,0.9821773171424866,0.9599820375442505,0.970270832379659
wol,0.9659650921821594,,0.9710063338279724,0.9715166091918945,0.9694960117340088
ibo,0.9638916254043579,,,0.9718935489654541,0.967892587184906
luo,0.9447004795074463,,0.9884339570999146,,0.9665672183036804
swa,0.9569293260574341,,0.9727147817611694,0.9691575765609741,0.9662672281265259
ewe,0.9524837136268616,,0.9788926243782043,0.9528886079788208,0.9614216486612955
fon,0.9663094878196716,,0.94984370470047,0.9622804522514343,0.9594778815905253
bam,0.949673593044281,,0.9621119499206543,0.9665802717208862,0.9594552715619405
tsn,0.9587213397026062,,,0.9570831656455994,0.9579022526741028
xho,0.9508395791053772,,0.9511027336120605,0.9685987234115601,0.9568470120429993
pcm,0.9447041749954224,,0.9749722480773926,0.9454013109207153,0.9550259113311768
bbj,0.9567463994026184,,0.9763118624687195,0.9169031977653503,0.9499871532122294
yor,0.9694854617118835,,,0.924837589263916,0.9471615254878998
