,ORG,DATE,PER,LOC,Mean
hau,0.9997158050537109,0.999502420425415,0.999721109867096,0.9997369050979614,0.9996690601110458
lug,0.9998494386672974,0.9993672370910645,0.999767005443573,0.9995162487030029,0.9996249824762344
sna,0.9998278617858887,0.9990357160568237,0.9994089603424072,0.999714195728302,0.9994966834783554
zul,0.9998334050178528,0.9995477199554443,0.9993503093719482,0.9992089867591858,0.9994851052761078
ibo,0.9994140267372131,0.9993767142295837,0.999671995639801,0.9994193911552429,0.9994705319404602
nya,0.9996152520179749,0.998979926109314,0.9996920824050903,0.9995481371879578,0.9994588494300842
mos,0.9995732307434082,0.9990770220756531,0.9994087219238281,0.9996808171272278,0.9994349479675293
kin,0.999657154083252,0.9991386532783508,0.9997815489768982,0.9990875720977783,0.9994162321090698
xho,0.9997979402542114,0.9996634721755981,0.9985060691833496,0.999695897102356,0.9994158446788788
bam,0.9995926022529602,0.999369740486145,0.999424934387207,0.9992340803146362,0.9994053393602371
luo,0.9992469549179077,0.9994966387748718,0.9994025230407715,0.9994219541549683,0.9993920177221298
swa,0.9994000196456909,0.9994047284126282,0.9992850422859192,0.9994467496871948,0.9993841350078583
twi,0.9997061491012573,0.9989436268806458,0.9994642734527588,0.9993423223495483,0.9993640929460526
wol,0.9995854496955872,0.9993804097175598,0.9990003705024719,0.9994264245033264,0.9993481636047363
tsn,0.9994456171989441,0.999528706073761,0.9992697834968567,0.998896598815918,0.9992851763963699
ewe,0.9993541240692139,0.9986498951911926,0.9992064237594604,0.9991630911827087,0.9990933835506439
bbj,0.9993510842323303,0.9986516833305359,0.9993578791618347,0.9988774657249451,0.9990595281124115
yor,0.999142050743103,0.9988951683044434,0.9988473653793335,0.9986820220947266,0.9988916516304016
fon,0.9995753169059753,0.9975942373275757,0.9986878633499146,0.999133288860321,0.9987476766109467
pcm,0.998792827129364,0.9981828331947327,0.9991626143455505,0.9987404942512512,0.9987196922302246
