Language,Cosine_Similarity
lug,0.9628627
xho,0.9576716
zul,0.9558811
kin,0.95007503
nya,0.9216757
sna,0.91780716
luo,0.902175
tsn,0.89648795
hau,0.8781406
wol,0.86581296
ibo,0.8518144
ewe,0.84126055
bam,0.83595586
twi,0.8354379
mos,0.8165754
swa,0.77276444
pcm,0.7427426
fon,0.7101763
yor,0.6871736
bbj,0.6779423
