,ORG,DATE,PER,LOC
bam,0.9999905824661255,0.9999813437461853,0.9999954700469971,0.9999672770500183
bbj,0.9999943971633911,0.9999898672103882,0.9999974966049194,0.9999303221702576
ewe,0.9999951124191284,0.9999716877937317,0.9999949336051941,0.9999805688858032
fon,0.9999908804893494,0.9999828934669495,0.9999843239784241,0.9999635815620422
hau,0.9999969005584717,0.9999905228614807,0.9999954700469971,0.999970555305481
ibo,0.9999950528144836,0.9999943971633911,0.999996542930603,0.9999649524688721
kin,0.9999950528144836,0.9999890327453613,0.9999958872795105,0.9999968409538269
lug,0.9999786615371704,0.9999586343765259,0.9999979138374329,0.9999923706054688
luo,0.9999916553497314,0.9999944567680359,0.9999973773956299,0.9999952912330627
mos,0.9999940395355225,0.9999779462814331,0.9999946355819702,0.9999633431434631
nya,0.9999870657920837,0.9999573230743408,0.9999971985816956,0.9999789595603943
pcm,0.999972939491272,0.9999033808708191,0.9999987483024597,0.9999940991401672
sna,0.9999822378158569,0.999976634979248,0.9999979138374329,0.9999685883522034
swa,0.9999697804450989,0.9999099373817444,0.9999971389770508,0.9999977946281433
tsn,0.9999719262123108,0.9999840259552002,0.9999967813491821,0.9999871850013733
twi,0.9999940395355225,0.9999792575836182,0.9999982118606567,0.9999961853027344
wol,0.9999884963035583,0.9999958276748657,0.9999932646751404,0.9999644160270691
xho,0.9999872446060181,0.9999889135360718,0.9999923706054688,0.9999536871910095
yor,0.9999951124191284,0.999991774559021,0.9999929070472717,0.9999434947967529
zul,0.9999944567680359,0.9999881386756897,0.999994695186615,0.9999748468399048
