,DATE,LOC,PER,ORG,Mean
kin,0.9100322892797335,0.9392146591243887,0.8120844154316017,0.9389171502786064,0.9000621285285826
luo,0.8996386636723869,0.9342008655650432,0.7880861088355293,0.9495581067876321,0.8928709362151479
twi,0.8906543333460298,0.9229247356705232,0.7945124175043117,0.9586663880935004,0.8916894686535913
lug,0.8971204897219454,0.9657606473082418,0.7716568773107045,0.9314938487997783,0.8915079657851674
swa,0.871117334992255,0.9408505699372441,0.7943609747317728,0.9500504850507309,0.8890948411780006
ibo,0.9316149743782676,0.8965160172585547,0.767318545517174,0.9330064351625263,0.8821139930791306
nya,0.8888500892500836,0.8842262488724802,0.7839670761097545,0.9434523983936491,0.8751239531564918
sna,0.9666049285674535,0.845607325946336,0.7392393652136968,0.9317918412606669,0.8708108652470383
zul,0.9182106670638822,0.8496229973880415,0.7696269667502876,0.912194524671257,0.8624137889683671
tsn,0.9015076628759552,0.8092708193388097,0.7957630219284064,0.9369275170277159,0.8608672552927218
xho,0.968454546838012,0.7721420185837984,0.8066685753365842,0.8874154453571536,0.8586701465288871
wol,0.9051689273070033,0.7945089706716364,0.7955432850717516,0.9287544527075816,0.8559939089394933
hau,0.9196201360579909,0.8017811156535342,0.7697173073174695,0.925021358395337,0.854034979356083
ewe,0.776476512503249,0.9195990404094331,0.7734898178895215,0.9356774592135618,0.8513107075039413
fon,0.8397063549847977,0.8131921407962572,0.7787742064481534,0.9277313422948092,0.8398510111310045
bam,0.8564716470566813,0.8658310820367008,0.7464865010032247,0.8894099038212085,0.8395497834794539
pcm,0.7032955042428393,0.9254459028751848,0.7892992467792365,0.916060853914173,0.8335253769528583
mos,0.7915947654741268,0.8160597313630739,0.7623236359511476,0.9245852449884308,0.8236408444441947
bbj,0.7954068728776367,0.6661160172690737,0.797183222672273,0.8546342843253038,0.7783350992860718
yor,0.8174776311134359,0.6394994238515981,0.6929571075231175,0.8896001684002205,0.759883582722093
