,PER,LOC,DATE,ORG
bam,0.946841299533844,0.9239702224731445,0.9271950721740723,0.9052543640136719
bbj,0.9515914916992188,0.813723623752594,0.8572776317596436,0.9127095937728882
ewe,0.9599950313568115,0.9046947360038757,0.8284333348274231,0.9420886039733887
fon,0.9443268179893494,0.8826557993888855,0.8976771235466003,0.9308961629867554
hau,0.9613780379295349,0.8869603276252747,0.9515261054039001,0.9606471061706543
ibo,0.9582275748252869,0.8990827798843384,0.9707493782043457,0.9522589445114136
kin,0.961542546749115,0.9647312164306641,0.9537672996520996,0.9680655002593994
lug,0.9859883189201355,0.9478850960731506,0.9229621887207031,0.9563188552856445
luo,0.9518477320671082,0.9460434317588806,0.9536416530609131,0.9482819437980652
mos,0.9542359709739685,0.9122188091278076,0.8824794292449951,0.9483975172042847
nya,0.9734804630279541,0.9354247450828552,0.9413120746612549,0.9661315083503723
pcm,0.9657190442085266,0.9176799058914185,0.8211284875869751,0.9308612942695618
sna,0.9692792892456055,0.8854140639305115,0.9611191153526306,0.9598362445831299
swa,0.9567557573318481,0.9418001770973206,0.9013757109642029,0.9241260886192322
tsn,0.956141471862793,0.9038108587265015,0.9521675705909729,0.9343787431716919
twi,0.9676954746246338,0.9460943937301636,0.9374010562896729,0.9664037227630615
wol,0.9605644345283508,0.9036786556243896,0.9403213262557983,0.9520105123519897
xho,0.9427894353866577,0.8747704029083252,0.9729914665222168,0.9423853158950806
yor,0.8885238170623779,0.8120056390762329,0.8857502937316895,0.9273314476013184
zul,0.9390662908554077,0.902422308921814,0.9532774686813354,0.956928551197052
