,PER,LOC,DATE,ORG
bam,0.9255355596542358,0.8588413000106812,0.8694319725036621,0.8615357279777527
bbj,0.9360743165016174,0.6887286305427551,0.810893177986145,0.8662629127502441
ewe,0.9345322251319885,0.897470235824585,0.70354163646698,0.9302635192871094
fon,0.9300073981285095,0.798823893070221,0.8470678329467773,0.8997521996498108
hau,0.9292153120040894,0.8098770976066589,0.93158358335495,0.9353466033935547
ibo,0.9346376061439514,0.8432411551475525,0.9452630281448364,0.93318772315979
kin,0.9406861662864685,0.9432640671730042,0.9367636442184448,0.9483961462974548
lug,0.9803020358085632,0.9161891937255859,0.8702329993247986,0.9232526421546936
luo,0.9389414191246033,0.9222220182418823,0.920576810836792,0.9258385896682739
mos,0.9246653914451599,0.843495786190033,0.7476600408554077,0.9088650345802307
nya,0.9507552981376648,0.9000271558761597,0.9067312479019165,0.9497350454330444
pcm,0.9422620534896851,0.8956882953643799,0.7344573140144348,0.8863362669944763
sna,0.9438337683677673,0.8439252376556396,0.9490909576416016,0.9370880126953125
swa,0.9429285526275635,0.9328833818435669,0.8726627230644226,0.9060378670692444
tsn,0.924498438835144,0.8672506809234619,0.9241358041763306,0.9064457416534424
twi,0.9510823488235474,0.9140166640281677,0.8890632390975952,0.9534264802932739
wol,0.9349932074546814,0.8182880282402039,0.9202256202697754,0.9289539456367493
xho,0.9168466925621033,0.7708531022071838,0.9529626965522766,0.923966109752655
yor,0.8334159255027771,0.6722880601882935,0.8313783407211304,0.8817265033721924
zul,0.8972629904747009,0.8538012504577637,0.9294545650482178,0.9426119327545166
