,LOC,PER,ORG,DATE
bam,0.9999711513519287,0.9999794960021973,0.9999616742134094,0.9999740719795227
bbj,0.9999840259552002,0.9999856352806091,0.999984622001648,0.9999805688858032
ewe,0.999991238117218,0.9999841451644897,0.9999822378158569,0.9999858736991882
fon,0.9999711513519287,0.999967098236084,0.9999827146530151,0.9999762177467346
hau,0.999987781047821,0.9999855756759644,0.9999899864196777,0.9999760985374451
ibo,0.999992311000824,0.9999940991401672,0.9999826550483704,0.9999945163726807
kin,0.9999940991401672,0.9999924302101135,0.9999940991401672,0.9999902248382568
lug,0.9999925494194031,0.9999947547912598,0.9999938607215881,0.9999927878379822
luo,0.9999931454658508,0.9999903440475464,0.9999882578849792,0.9999885559082031
mos,0.999992847442627,0.9999931454658508,0.9999894499778748,0.9999821782112122
nya,0.9999924302101135,0.9999919533729553,0.9999916553497314,0.9999858736991882
pcm,0.9999837279319763,0.9999858140945435,0.9999852776527405,0.9999808669090271
sna,0.9999954104423523,0.999994695186615,0.9999958276748657,0.9999880194664001
swa,0.9999850988388062,0.999983012676239,0.9999848008155823,0.9999810457229614
tsn,0.9999867677688599,0.9999930262565613,0.9999905228614807,0.9999889135360718
twi,0.9999874234199524,0.9999852180480957,0.9999845027923584,0.9999637603759766
wol,0.9999913573265076,0.9999903440475464,0.9999841451644897,0.9999876618385315
xho,0.9999916553497314,0.9999857544898987,0.9999898672103882,0.9999918341636658
yor,0.9999862313270569,0.9999821186065674,0.999987006187439,0.9999840259552002
zul,0.9999867081642151,0.9999876022338867,0.999993622303009,0.9999905824661255
