,PER,LOC,DATE,ORG
bam,0.9514314532279968,0.9341772198677063,,0.941169261932373
bbj,0.9671005010604858,0.8927512764930725,,0.9672943949699402
ewe,0.957607090473175,0.9545374512672424,,0.9717334508895874
fon,0.9635101556777954,0.9185503721237183,,0.9706525206565857
hau,0.9585423469543457,0.9133621454238892,,0.9597992300987244
ibo,0.9671847224235535,0.9181351661682129,,0.9740734696388245
kin,0.9639947414398193,0.9402005076408386,,0.9467000365257263
lug,0.9641880989074707,0.9560410976409912,,0.9535496234893799
luo,0.9632739424705505,0.9460809826850891,,0.9468567371368408
mos,0.9663891792297363,0.9183814525604248,,0.9712182283401489
nya,0.9727161526679993,0.9332228302955627,,0.9660285115242004
pcm,0.9758955836296082,0.9476927518844604,,0.937902569770813
sna,0.9677659869194031,0.9417353272438049,,0.9647716283798218
swa,0.96330326795578,0.9447879791259766,,0.9284043908119202
tsn,0.9738293290138245,0.9355552792549133,,0.9663224816322327
twi,0.9724096655845642,0.9465966820716858,,0.9803587794303894
wol,0.9657034873962402,0.9304713606834412,,0.96174556016922
xho,0.9493887424468994,0.9346588253974915,,0.9631607532501221
yor,0.9508262276649475,0.8895003795623779,,0.9495272040367126
zul,0.9618345499038696,0.9417701363563538,,0.9685822129249573
