,ORG,DATE,PER,LOC,Mean
lug,0.9557841988021542,0.9381654191664021,0.9918241291198463,0.9532823225614749,0.9597640174124694
kin,0.9704953793657413,0.9505818411646183,0.9681474423104436,0.947465621767002,0.9591725711519513
luo,0.9746755162862031,0.9379761058548053,0.9797174235921794,0.9404046326040588,0.9581934195843117
swa,0.9690678716543636,0.9327431920844731,0.9742863223454946,0.9539029705170512,0.9575000891503456
twi,0.976003849760983,0.9340720580861628,0.97927653598643,0.9350408620597648,0.9560983264733351
ibo,0.964986841375442,0.9677237342578369,0.9747423124559285,0.915257481976534,0.9556775925164354
tsn,0.9689115424602742,0.9469755444972067,0.9718875995879691,0.8984301673830564,0.9465512134821266
sna,0.9652979429645554,0.9685922269633976,0.9664025708314721,0.8827272433563949,0.9457549960289549
nya,0.9761917369853201,0.9285983374979985,0.9633919890714351,0.9116302194960222,0.9449530707626939
zul,0.9670967324705687,0.9387189572581847,0.944341768853965,0.9024948511948805,0.9381630774443996
hau,0.9602941735180172,0.9584497552118665,0.9690055398000571,0.8463542296522022,0.9335259245455358
xho,0.9570332996475495,0.9692802384698824,0.9591716866845187,0.8440115092315778,0.9323741835083821
wol,0.9651614952073839,0.9471957098410826,0.9625469912001997,0.8447382109605428,0.9299106018023022
pcm,0.9553311129550397,0.8496172443945386,0.9813850791991423,0.9310608342598686,0.9293485677021474
ewe,0.968531664295406,0.834511179714898,0.9697479006911313,0.9146899551765835,0.9218701749695046
mos,0.9618389625749955,0.8737126377138502,0.963786849669649,0.8650370010169841,0.9160938627438697
bam,0.9101779226038654,0.9167260383969913,0.9512183676794347,0.8861338753003115,0.9160640509951508
fon,0.9530952301118197,0.8567771338262008,0.969962687104945,0.8318705597340607,0.9029264026942566
yor,0.9327284346204521,0.885738621073601,0.9023919367037766,0.7274133036947253,0.8620680740231387
bbj,0.8895444990783169,0.8395850085420613,0.971539974470385,0.7238852151731282,0.8561386743159729
