,PER,LOC,DATE,ORG
bam,0.9477223753929138,0.9730249643325806,,0.947330892086029
bbj,0.9627668857574463,0.9398658275604248,,0.9687822461128235
ewe,0.9488803148269653,0.9595621824264526,,0.9754849076271057
fon,0.9456444978713989,0.9529502391815186,,0.9788278341293335
hau,0.9550421237945557,0.9571748375892639,,0.9699444770812988
ibo,0.9560476541519165,0.9662741422653198,,0.9742048978805542
kin,0.9584090709686279,0.969113290309906,,0.975230872631073
lug,0.9394620656967163,0.9599838852882385,,0.9747891426086426
luo,0.9603905081748962,0.9709576368331909,,0.9662953615188599
mos,0.942949116230011,0.9572641253471375,,0.9706478714942932
nya,0.9512048959732056,0.947618842124939,,0.9656389355659485
pcm,0.9540697336196899,0.9777370095252991,,0.9423208236694336
sna,0.9554975032806396,0.9745550155639648,,0.9601455926895142
swa,0.9562399387359619,0.9706637859344482,,0.9593165516853333
tsn,0.9547759294509888,0.9545302391052246,,0.9666746854782104
twi,0.961897611618042,0.9670184850692749,,0.981715738773346
wol,0.9621357321739197,0.9549210071563721,,0.965624213218689
xho,0.9505587220191956,0.957499623298645,,0.9691410064697266
yor,,0.9149868488311768,,0.9677850008010864
zul,0.9588255286216736,0.9582858085632324,,0.9772536754608154
