,PER,LOC,DATE,ORG
bam,0.9851564764976501,0.995506227016449,0.9899424314498901,0.9834634065628052
bbj,0.9873268604278564,0.9810009002685547,0.967260479927063,0.9849362373352051
ewe,0.9867879748344421,0.9942636489868164,0.9676044583320618,0.9921934008598328
fon,0.988055944442749,0.9929335117340088,0.9820188283920288,0.9905049204826355
hau,0.9878084063529968,0.9939329624176025,0.9961870312690735,0.9898900985717773
ibo,0.9903468489646912,0.9935274720191956,0.9960486888885498,0.9927160143852234
kin,0.9847878813743591,0.9935023188591003,0.9926862120628357,0.9914488196372986
lug,0.9806936979293823,0.9912393689155579,0.9760622382164001,0.9939242005348206
luo,0.9903934001922607,0.994186520576477,0.9921241402626038,0.9932329058647156
mos,0.9851052165031433,0.9943546056747437,0.9612430334091187,0.9909754395484924
nya,0.9884382486343384,0.9913724660873413,0.9906262159347534,0.9897555112838745
pcm,0.987317681312561,0.9963440299034119,0.9538734555244446,0.9883607029914856
sna,0.9889729022979736,0.9927610158920288,0.9959973692893982,0.989666223526001
swa,0.9881702065467834,0.9919610023498535,0.9801918268203735,0.9843359589576721
tsn,0.9881842136383057,0.995749831199646,0.9940214157104492,0.989290177822113
twi,0.9896590113639832,0.9925149083137512,0.9876440763473511,0.9933713674545288
wol,0.9886301159858704,0.9944795966148376,0.9664669632911682,0.9874821901321411
xho,0.9818949699401855,0.991531491279602,0.9922352433204651,0.9877417683601379
yor,0.9764305353164673,0.9787197113037109,0.9797672629356384,0.9902251958847046
zul,0.9868413209915161,0.9948092103004456,0.9921059012413025,0.9912621378898621
