,PER,DATE,LOC,ORG,Mean
lug,0.9999997615814209,,,0.9999993443489075,0.9999995529651642
pcm,0.9999984502792358,,0.9999986290931702,,0.999998539686203
bbj,,,0.9999985098838806,0.9999967217445374,0.999997615814209
twi,0.9999979734420776,,0.9999982714653015,0.999996542930603,0.999997595945994
sna,0.9999976754188538,,0.9999974966049194,,0.9999975860118866
fon,0.9999982714653015,,0.9999979734420776,0.9999963641166687,0.9999975363413492
hau,0.9999989867210388,,0.9999982118606567,0.9999951124191284,0.9999974370002747
swa,0.999998927116394,,0.9999983310699463,0.999994695186615,0.9999973177909851
ewe,0.999999463558197,,,0.9999940395355225,0.9999967515468597
xho,0.9999988079071045,,0.9999945759773254,,0.999996691942215
bam,,,0.9999967813491821,0.9999959468841553,0.9999963641166687
nya,,,0.9999957084655762,0.9999963045120239,0.9999960064888
tsn,,,0.9999956488609314,0.9999960660934448,0.9999958574771881
wol,0.9999970197677612,,0.9999932050704956,0.9999968409538269,0.9999956885973612
kin,0.9999984502792358,,0.9999950528144836,0.9999914169311523,0.9999949733416239
ibo,,,0.9999951124191284,0.9999939203262329,0.9999945163726807
mos,0.9999908208847046,,,0.9999973773956299,0.9999940991401672
luo,0.9999989867210388,,,0.9999891519546509,0.9999940693378448
zul,,,0.9999932050704956,,0.9999932050704956
yor,,,0.9999884366989136,0.9999975562095642,0.9999929964542389
