,ORG,LOC,PER,DATE
bam,0.9999984502792358,0.999997079372406,0.9999879002571106,
bbj,0.9999913573265076,0.999993085861206,0.9999943375587463,
ewe,0.9999989867210388,0.9999973773956299,0.9999942183494568,
fon,0.9999980926513672,0.9999613165855408,0.9999924302101135,
hau,0.9999988675117493,0.9999886155128479,0.9999915361404419,
ibo,0.9999966025352478,0.9999634623527527,,
kin,0.9999849200248718,0.9999966621398926,0.9999883770942688,
lug,0.9999799728393555,,0.9999905228614807,
luo,0.9999913573265076,,0.9999796748161316,
mos,0.9999977350234985,0.999992311000824,0.9999918937683105,
nya,0.9999906420707703,0.9999961256980896,0.9999955892562866,
pcm,0.9999890923500061,0.9999583959579468,0.9999853372573853,
sna,0.9999935626983643,0.9999945163726807,0.9999956488609314,
swa,0.9999799728393555,0.9999950528144836,0.999986469745636,
tsn,0.9999825954437256,0.9999975562095642,,
twi,0.9999988079071045,0.9999973773956299,0.9999902844429016,
wol,0.9999926090240479,0.9999936819076538,0.999992847442627,
xho,0.9999855160713196,0.999988853931427,0.9999939799308777,
yor,0.9999979138374329,0.9999498724937439,,
zul,0.999993622303009,0.9999983310699463,0.9999933242797852,
