,ORG,PER,LOC,DATE,Mean
kin,0.9999967217445374,0.9999969005584717,0.9999950528144836,0.9999969601631165,0.9999964088201523
sna,0.9999962449073792,0.9999960064888,0.9999952912330627,0.9999948143959045,0.9999955892562866
nya,0.999995768070221,0.9999962449073792,0.9999939799308777,0.9999947547912598,0.9999951869249344
xho,0.9999955892562866,0.9999933242797852,0.9999929070472717,0.9999963641166687,0.999994546175003
zul,0.9999964833259583,0.9999952912330627,0.9999935626983643,0.9999926090240479,0.9999944865703583
luo,0.999994158744812,0.9999961853027344,0.9999945163726807,0.9999922513961792,0.9999942779541016
tsn,0.9999886751174927,0.9999963045120239,0.9999930262565613,0.9999967813491821,0.999993696808815
lug,0.9999875426292419,0.9999983310699463,0.9999945759773254,0.9999932646751404,0.9999934285879135
twi,0.999994695186615,0.999995768070221,0.999990701675415,0.999988317489624,0.9999923706054688
wol,0.9999933242797852,0.9999892711639404,0.9999902248382568,0.9999930262565613,0.9999914616346359
ewe,0.9999938011169434,0.9999895095825195,0.9999936819076538,0.999985933303833,0.9999907314777374
bbj,0.9999933242797852,0.9999896287918091,0.9999868869781494,0.9999883770942688,0.9999895542860031
mos,0.9999948740005493,0.9999933838844299,0.9999885559082031,0.9999797344207764,0.9999891370534897
yor,0.9999935030937195,0.9999925494194031,0.9999862313270569,0.9999809265136719,0.9999883025884628
ibo,0.9999898672103882,0.9999953508377075,0.9999852776527405,0.9999793767929077,0.999987468123436
pcm,0.9999740719795227,0.9999956488609314,0.9999932050704956,0.9999847412109375,0.9999869167804718
hau,0.9999876022338867,0.9999922513961792,0.9999879598617554,0.9999743700027466,0.999985545873642
swa,0.9999827742576599,0.9999942183494568,0.9999927282333374,0.999972403049469,0.9999855309724808
bam,0.9999781250953674,0.9999945163726807,0.9999797344207764,0.9999841451644897,0.9999841302633286
fon,0.9999909400939941,0.9999887347221375,0.9999787211418152,0.9999704360961914,0.9999822080135345
