,PER,ORG,LOC,DATE,Mean
lug,0.9838857650756836,0.9772285223007202,,,0.9805571436882019
sna,0.9761841297149658,0.9791021943092346,0.9739892482757568,,0.9764251907666525
hau,0.9861387610435486,0.9743388891220093,0.9631239771842957,,0.9745338757832845
kin,0.9900293350219727,0.9622471928596497,0.9663701057434082,,0.9728822112083435
zul,0.9747750759124756,,0.9697915315628052,,0.9722833037376404
nya,0.9833542704582214,0.9633134603500366,0.9649245738983154,,0.9705307682355245
twi,0.9779995083808899,0.9714773893356323,0.9586806893348694,,0.9693858623504639
mos,0.9739356637001038,0.9636625647544861,,,0.9687991142272949
tsn,,0.9641270041465759,0.9587332010269165,,0.9614301025867462
wol,0.9664785861968994,0.9569666981697083,0.9582893252372742,,0.960578203201294
luo,0.9604853391647339,0.9519469141960144,,,0.9562161266803741
ibo,,0.9553571343421936,0.9570454359054565,,0.9562012851238251
xho,0.9487318396568298,,0.9619607925415039,,0.9553463160991669
ewe,0.9679186344146729,0.9297860860824585,,,0.9488523602485657
fon,0.9357640147209167,0.9516843557357788,0.9494744539260864,,0.9456409414609274
pcm,0.9614035487174988,0.9412487149238586,0.9330140352249146,,0.9452220996220907
swa,0.946416437625885,0.9145574569702148,0.948566734790802,,0.9365135431289673
yor,,0.9492402076721191,0.9210651516914368,,0.935152679681778
bbj,,0.9327934384346008,0.8960976004600525,,0.9144455194473267
bam,,0.8685142397880554,0.9485562443733215,,0.9085352420806885
