,ORG,PER,DATE,LOC,Mean
twi,0.9891049265861511,0.9917787313461304,,0.9758085012435913,0.9855640530586243
luo,0.97502601146698,0.9856681227684021,,,0.980347067117691
swa,0.9698444604873657,0.9861355423927307,,0.9822856187820435,0.97942187388738
lug,0.9843468070030212,0.9717268347740173,,,0.9780368208885193
ewe,0.9825959205627441,0.9781492948532104,,0.9673231840133667,0.9760227998097738
kin,0.9821644425392151,0.9860100746154785,,0.9545258283615112,0.9742334485054016
pcm,0.9528371095657349,0.9924044013023376,,0.9723151922225952,0.9725189010302225
nya,0.9817266464233398,0.9933825731277466,,0.9314320087432861,0.9688470760981241
wol,0.9717803597450256,0.9882290363311768,,0.9380415678024292,0.9660169879595438
sna,0.9647979140281677,0.9835078716278076,,0.9429507255554199,0.9637521704037985
hau,0.9772140383720398,0.9888291358947754,,0.9242266416549683,0.9634232719739279
fon,0.9854980111122131,0.9723412990570068,,0.9322651028633118,0.9633681376775106
bam,0.964167058467865,0.9689775109291077,,0.9565802216529846,0.9632415970166525
mos,0.9771500825881958,0.9781482815742493,,0.9312593340873718,0.9621858994166056
ibo,0.9826869964599609,,,0.9408837556838989,0.9617853760719299
zul,0.9800270795822144,0.9714805483818054,,0.9228579998016357,0.9581218759218851
bbj,0.9759737849235535,0.9881802797317505,,0.9099467992782593,0.9580336213111877
tsn,0.9779698848724365,,,0.9311079978942871,0.9545389413833618
xho,0.9779953360557556,0.9519920945167542,,0.9270150661468506,0.9523341655731201
yor,0.9786362051963806,,,0.8713262677192688,0.9249812364578247
