,ORG,LOC,PER,DATE,Mean
kin,0.9575030207633972,0.9294046759605408,0.9483122825622559,0.9428331255912781,0.944513276219368
lug,0.9342412948608398,0.9297186136245728,0.9899144768714905,0.9203799366950989,0.9435635805130005
nya,0.9590365886688232,0.9017660021781921,0.9578752517700195,0.931724488735199,0.9376005828380585
twi,0.9592994451522827,0.9222360253334045,0.9514075517654419,0.9022456407546997,0.9337971657514572
luo,0.9340961575508118,0.9189915657043457,0.9275383353233337,0.9281216263771057,0.9271869212388992
ibo,0.9473872184753418,0.8627625107765198,0.9426066875457764,0.9548578858375549,0.9269035756587982
sna,0.9519544243812561,0.8218410015106201,0.9571880102157593,0.9576607346534729,0.9221610426902771
tsn,0.9191274046897888,0.8840909004211426,0.9412719011306763,0.9357886910438538,0.9200697243213654
zul,0.9421432018280029,0.859201192855835,0.921016275882721,0.9387301206588745,0.9152726978063583
hau,0.9474616646766663,0.8165582418441772,0.9459317922592163,0.9294240474700928,0.9098439365625381
wol,0.9268649220466614,0.8350959420204163,0.9430258274078369,0.9242173433303833,0.9073010087013245
swa,0.8990899324417114,0.9271485209465027,0.9216630458831787,0.8778226375579834,0.906431034207344
xho,0.926453173160553,0.7962802648544312,0.9256260395050049,0.963200032711029,0.9028898775577545
bam,0.8528369069099426,0.8740972280502319,0.9323397874832153,0.898248553276062,0.889380618929863
mos,0.9277782440185547,0.8581646084785461,0.9395861625671387,0.8206174969673157,0.8865366280078888
fon,0.9296190142631531,0.8119538426399231,0.9323370456695557,0.8646504878997803,0.884640097618103
ewe,0.9323315620422363,0.884672224521637,0.945773720741272,0.7449340224266052,0.8769278824329376
pcm,0.8838377594947815,0.8942390084266663,0.9392812848091125,0.7553063631057739,0.8681661039590836
bbj,0.8996290564537048,0.7196410298347473,0.9324097633361816,0.8415466547012329,0.8483066260814667
yor,0.9116319417953491,0.7317389845848083,0.863923966884613,0.8692004680633545,0.8441238403320312
