,DATE,LOC,ORG,PER
bam,0.9851730465888977,0.9703836441040039,0.9621691107749939,0.9886278510093689
bbj,0.9688904881477356,0.9491741061210632,0.9893749952316284,0.9891781806945801
ewe,0.9723343849182129,0.9760181307792664,0.9924033880233765,0.9872593879699707
fon,0.9671996235847473,0.9664257168769836,0.9887529611587524,0.9852889180183411
hau,0.9623271822929382,0.9449325203895569,0.9816955924034119,0.9858006834983826
ibo,0.9921882748603821,0.953417956829071,0.9897343516349792,0.9928483963012695
kin,0.9915522933006287,0.9809864163398743,0.9905276894569397,0.984541654586792
lug,0.981100857257843,0.9876204133033752,0.9775068163871765,0.9800776243209839
luo,0.9853651523590088,0.9823538661003113,0.9874367117881775,0.9852085113525391
mos,0.9683542251586914,0.9674776196479797,0.9901149868965149,0.9841372966766357
nya,0.9814556837081909,0.9643252491950989,0.9877297878265381,0.992057204246521
pcm,0.9458667635917664,0.9792388081550598,0.97422194480896,0.9859396815299988
sna,0.9803575277328491,0.9674095511436462,0.9805524945259094,0.9785714745521545
swa,0.9527527093887329,0.986929178237915,0.9706942439079285,0.9840729236602783
tsn,0.9861935377120972,0.9786453247070312,0.9881335496902466,0.9849629998207092
twi,0.9845100045204163,0.984003484249115,0.9934603571891785,0.9893254637718201
wol,0.9862505793571472,0.9511851072311401,0.9876753687858582,0.9899276494979858
xho,0.9822497963905334,0.964441180229187,0.985280454158783,0.9731392860412598
yor,0.9810748100280762,0.9558048248291016,0.983343243598938,0.9844850897789001
zul,0.9853060841560364,0.9713473320007324,0.9894602298736572,0.9855036735534668
