layer,model,rank_type,language,swd_mean
1,mbert,top5,twi,0.01167530825614449
1,mbert,top5,kin,0.011744720786509788
1,mbert,top5,lug,0.011976536316296915
1,mbert,top5,ibo,0.012148444705189831
1,mbert,top5,nya,0.012299101563257864
1,mbert,worst5,yor,0.01868482573422625
1,mbert,worst5,bbj,0.017092717766217902
1,mbert,worst5,mos,0.01612087927810535
1,mbert,worst5,bam,0.015619999219552483
1,mbert,worst5,fon,0.015386046630510464
2,mbert,top5,kin,0.011367758930191485
2,mbert,top5,twi,0.011729727678812196
2,mbert,top5,ibo,0.011772785426956034
2,mbert,top5,swa,0.012108532297133934
2,mbert,top5,nya,0.012241020161809502
2,mbert,worst5,yor,0.01813755863258848
2,mbert,worst5,bbj,0.016799792336087194
2,mbert,worst5,mos,0.01598172013632393
2,mbert,worst5,fon,0.015973291337786577
2,mbert,worst5,bam,0.01508400607576732
3,mbert,top5,kin,0.009964313329419383
3,mbert,top5,twi,0.01070319869472769
3,mbert,top5,luo,0.010879753750259624
3,mbert,top5,nya,0.010912796886941578
3,mbert,top5,lug,0.010949597480703233
3,mbert,worst5,yor,0.016903376052596286
3,mbert,worst5,bbj,0.015046357907749552
3,mbert,worst5,mos,0.013810080741222919
3,mbert,worst5,fon,0.01318361759695108
3,mbert,worst5,ewe,0.012982570071699229
4,mbert,top5,kin,0.009150599086638067
4,mbert,top5,twi,0.009385145993746846
4,mbert,top5,luo,0.00976840592602457
4,mbert,top5,lug,0.010085335486110125
4,mbert,top5,nya,0.010089718078916121
4,mbert,worst5,yor,0.014991290485795616
4,mbert,worst5,bbj,0.013228517731249667
4,mbert,worst5,mos,0.012684711412020988
4,mbert,worst5,bam,0.012630886668603125
4,mbert,worst5,ewe,0.012578238585547297
5,mbert,top5,kin,0.008100943129420557
5,mbert,top5,luo,0.00858617341361878
5,mbert,top5,twi,0.008800118936278523
5,mbert,top5,sna,0.008882727019681624
5,mbert,top5,nya,0.009166820981818091
5,mbert,worst5,yor,0.013581036570030847
5,mbert,worst5,bbj,0.012395632389370803
5,mbert,worst5,ewe,0.011556145313079469
5,mbert,worst5,mos,0.011394978089811048
5,mbert,worst5,pcm,0.01112903309444846
6,mbert,top5,twi,0.007636250272298639
6,mbert,top5,kin,0.007646496002621461
6,mbert,top5,luo,0.007894654304209325
6,mbert,top5,tsn,0.00823859683032424
6,mbert,top5,ibo,0.008362364659433297
6,mbert,worst5,yor,0.012939561444682113
6,mbert,worst5,bbj,0.011725454738439112
6,mbert,worst5,ewe,0.010473291539369711
6,mbert,worst5,mos,0.010314207178453216
6,mbert,worst5,fon,0.010046846667364662
7,mbert,top5,twi,0.008725271848106786
7,mbert,top5,kin,0.009172338194161966
7,mbert,top5,luo,0.009232881483285382
7,mbert,top5,tsn,0.009484568528591808
7,mbert,top5,ibo,0.009539624974422622
7,mbert,worst5,yor,0.013683942665238646
7,mbert,worst5,bbj,0.012930750411442204
7,mbert,worst5,mos,0.011939819752342373
7,mbert,worst5,ewe,0.011873554741669068
7,mbert,worst5,fon,0.011449705548557176
8,mbert,top5,twi,0.00871705757822383
8,mbert,top5,kin,0.009195224467362095
8,mbert,top5,luo,0.00950043077727969
8,mbert,top5,ibo,0.009690304851801557
8,mbert,top5,lug,0.009752037824569015
8,mbert,worst5,yor,0.014053298456246921
8,mbert,worst5,bbj,0.012828125562350579
8,mbert,worst5,bam,0.012436295234692807
8,mbert,worst5,fon,0.012276497077436943
8,mbert,worst5,mos,0.012171530291880117
9,mbert,top5,twi,0.008135341436172894
9,mbert,top5,luo,0.008385815502037985
9,mbert,top5,kin,0.008748486739705186
9,mbert,top5,zul,0.009166984111857346
9,mbert,top5,lug,0.009270572727245963
9,mbert,worst5,yor,0.012231046890065045
9,mbert,worst5,bbj,0.01160902369372252
9,mbert,worst5,ewe,0.010946114673402008
9,mbert,worst5,bam,0.010848876896375259
9,mbert,worst5,fon,0.010845037752460485
10,mbert,top5,twi,0.006772354496509554
10,mbert,top5,swa,0.007381104763832506
10,mbert,top5,luo,0.00739176150818821
10,mbert,top5,lug,0.0074158606598757615
10,mbert,top5,kin,0.007735595551366714
10,mbert,worst5,yor,0.01133965181785849
10,mbert,worst5,bam,0.011059833360832272
10,mbert,worst5,xho,0.010755897259059566
10,mbert,worst5,hau,0.0095836731276601
10,mbert,worst5,sna,0.009548279903810908
11,mbert,top5,twi,0.006708726212915887
11,mbert,top5,luo,0.007471211759821017
11,mbert,top5,lug,0.00757397778579616
11,mbert,top5,kin,0.007735614394277945
11,mbert,top5,swa,0.007870635729886999
11,mbert,worst5,yor,0.01081788921419502
11,mbert,worst5,bam,0.01073348382791058
11,mbert,worst5,xho,0.010655031243004487
11,mbert,worst5,bbj,0.009385479514094186
11,mbert,worst5,wol,0.00921693578978496
12,mbert,top5,twi,0.011221594477016575
12,mbert,top5,luo,0.012669511900336753
12,mbert,top5,lug,0.012820348806599213
12,mbert,top5,pcm,0.013063868501679584
12,mbert,top5,kin,0.013111317349588111
12,mbert,worst5,yor,0.01823218769277446
12,mbert,worst5,bam,0.01682971024577758
12,mbert,worst5,xho,0.016786672835830057
12,mbert,worst5,wol,0.016322134747194166
12,mbert,worst5,sna,0.015735564820412645
