layer,model,rank_type,language,cosine
1,mbert,top5,lug,0.9994740784168243
1,mbert,top5,ibo,0.9993265867233276
1,mbert,top5,kin,0.9992741197347641
1,mbert,top5,swa,0.9992201030254364
1,mbert,top5,luo,0.99913689494133
1,mbert,worst5,ewe,0.9942971467971802
1,mbert,worst5,xho,0.9969760030508041
1,mbert,worst5,bbj,0.9975410401821136
1,mbert,worst5,yor,0.9977997839450836
1,mbert,worst5,mos,0.9978382736444473
2,mbert,top5,lug,0.9998973608016968
2,mbert,top5,kin,0.9998819530010223
2,mbert,top5,ibo,0.9998781085014343
2,mbert,top5,swa,0.9998631179332733
2,mbert,top5,luo,0.9998559802770615
2,mbert,worst5,ewe,0.9988996535539627
2,mbert,worst5,xho,0.9995176941156387
2,mbert,worst5,bbj,0.9996204823255539
2,mbert,worst5,yor,0.9996340125799179
2,mbert,worst5,mos,0.9996605813503265
3,mbert,top5,kin,0.9999727159738541
3,mbert,top5,lug,0.9999656975269318
3,mbert,top5,luo,0.9999641478061676
3,mbert,top5,tsn,0.9999625980854034
3,mbert,top5,swa,0.9999618977308273
3,mbert,worst5,ewe,0.9997739344835281
3,mbert,worst5,bbj,0.9999050348997116
3,mbert,worst5,xho,0.9999057203531265
3,mbert,worst5,yor,0.9999213367700577
3,mbert,worst5,mos,0.9999242424964905
4,mbert,top5,kin,0.9999119788408279
4,mbert,top5,hau,0.9998793601989746
4,mbert,top5,luo,0.9998790621757507
4,mbert,top5,twi,0.9998753517866135
4,mbert,top5,ibo,0.99985471367836
4,mbert,worst5,ewe,0.9996258914470673
4,mbert,worst5,pcm,0.999655082821846
4,mbert,worst5,xho,0.9997183233499527
4,mbert,worst5,yor,0.9997349381446838
4,mbert,worst5,swa,0.9997405260801315
5,mbert,top5,luo,0.9957403391599655
5,mbert,top5,twi,0.9947910159826279
5,mbert,top5,tsn,0.9940340518951416
5,mbert,top5,sna,0.9938603490591049
5,mbert,top5,kin,0.9938454180955887
5,mbert,worst5,yor,0.9816083759069443
5,mbert,worst5,mos,0.9835129976272583
5,mbert,worst5,bbj,0.9840351492166519
5,mbert,worst5,pcm,0.987196683883667
5,mbert,worst5,ewe,0.9873456656932831
6,mbert,top5,luo,0.9915791600942612
6,mbert,top5,twi,0.9911554306745529
6,mbert,top5,tsn,0.9906992614269257
6,mbert,top5,kin,0.9894748479127884
6,mbert,top5,sna,0.9877131879329681
6,mbert,worst5,yor,0.9653588682413101
6,mbert,worst5,bbj,0.9668470323085785
6,mbert,worst5,mos,0.9726492464542389
6,mbert,worst5,fon,0.9752545952796936
6,mbert,worst5,pcm,0.9774131625890732
7,mbert,top5,twi,0.9894077628850937
7,mbert,top5,tsn,0.987975686788559
7,mbert,top5,luo,0.9877291023731232
7,mbert,top5,kin,0.9842864274978638
7,mbert,top5,sna,0.9834185242652893
7,mbert,worst5,yor,0.9574088603258133
7,mbert,worst5,bbj,0.9592494666576385
7,mbert,worst5,mos,0.9647389799356461
7,mbert,worst5,fon,0.9678962230682373
7,mbert,worst5,pcm,0.9700760394334793
8,mbert,top5,twi,0.9841282665729523
8,mbert,top5,luo,0.9816913306713104
8,mbert,top5,tsn,0.9778907150030136
8,mbert,top5,kin,0.9774305373430252
8,mbert,top5,sna,0.9768873006105423
8,mbert,worst5,yor,0.9477261602878571
8,mbert,worst5,bbj,0.9499084204435349
8,mbert,worst5,mos,0.9526697993278503
8,mbert,worst5,pcm,0.9573357701301575
8,mbert,worst5,fon,0.9573527574539185
9,mbert,top5,twi,0.9845056235790253
9,mbert,top5,luo,0.9829006195068359
9,mbert,top5,kin,0.9804107993841171
9,mbert,top5,sna,0.9780249148607254
9,mbert,top5,tsn,0.9774501323699951
9,mbert,worst5,yor,0.9561080932617188
9,mbert,worst5,bbj,0.9567061364650726
9,mbert,worst5,pcm,0.9574512839317322
9,mbert,worst5,mos,0.9578116536140442
9,mbert,worst5,fon,0.9617673456668854
10,mbert,top5,twi,0.9901322921117147
10,mbert,top5,lug,0.9858565727869669
10,mbert,top5,luo,0.9857050776481628
10,mbert,top5,kin,0.9846505920092264
10,mbert,top5,swa,0.9839451313018799
10,mbert,worst5,yor,0.9566675424575806
10,mbert,worst5,xho,0.9592308004697164
10,mbert,worst5,fon,0.9600893060366312
10,mbert,worst5,bbj,0.9633224209149679
10,mbert,worst5,hau,0.9672632217407227
11,mbert,top5,twi,0.9895155429840088
11,mbert,top5,lug,0.9861950476964315
11,mbert,top5,luo,0.9855446815490723
11,mbert,top5,kin,0.9840641021728516
11,mbert,top5,swa,0.9823064804077148
11,mbert,worst5,xho,0.9593717853228251
11,mbert,worst5,yor,0.9596846302350363
11,mbert,worst5,bbj,0.9615785479545593
11,mbert,worst5,fon,0.9643628597259521
11,mbert,worst5,wol,0.9686667124430338
12,mbert,top5,lug,0.9723761081695557
12,mbert,top5,twi,0.9722363948822021
12,mbert,top5,luo,0.9599238435427347
12,mbert,top5,ewe,0.9595546722412109
12,mbert,top5,kin,0.9586704969406128
12,mbert,worst5,xho,0.8765159447987875
12,mbert,worst5,yor,0.8827506303787231
12,mbert,worst5,bbj,0.8971514105796814
12,mbert,worst5,wol,0.9063249627749125
12,mbert,worst5,mos,0.9069753885269165
