,LOC,PER,DATE,ORG,Mean
kin,0.9999527335166931,0.9999839663505554,0.9999564290046692,0.9999746680259705,0.999966949224472
lug,0.9999777674674988,0.9999905824661255,0.9999596476554871,0.9999372959136963,0.9999663233757019
sna,0.9999803304672241,0.9999422430992126,0.9999622106552124,0.9999789595603943,0.9999659359455109
nya,0.999926745891571,0.9999878406524658,0.9999575018882751,0.9999804496765137,0.9999631345272064
tsn,0.999944269657135,0.9999713897705078,0.9999598860740662,0.9999488592147827,0.9999561011791229
xho,0.9999549388885498,0.9999054074287415,0.9999757409095764,0.9999525547027588,0.9999471604824066
bbj,0.9998711943626404,0.9999761581420898,0.9999379515647888,0.9999535083770752,0.9999347031116486
twi,0.9999097585678101,0.999987006187439,0.9998862147331238,0.9999392628669739,0.9999305605888367
pcm,0.9999718070030212,0.9999830722808838,0.9999004602432251,0.9998568892478943,0.9999280571937561
luo,0.9998883605003357,0.9999829530715942,0.999887228012085,0.9999410510063171,0.999924898147583
zul,0.9998858571052551,0.9999596476554871,0.9998641014099121,0.9999633431434631,0.9999182373285294
mos,0.9999246001243591,0.9999691247940063,0.9997939467430115,0.9999533891677856,0.9999102652072906
swa,0.9999427199363708,0.9999529719352722,0.9997588992118835,0.9999221563339233,0.9998941868543625
ewe,0.9999523162841797,0.9998477101325989,0.9998369812965393,0.9998597502708435,0.9998741894960403
ibo,0.9997894763946533,0.9999885559082031,0.9998491406440735,0.9998332858085632,0.9998651146888733
yor,0.9998175501823425,0.999967098236084,0.9996957778930664,0.9999148845672607,0.9998488277196884
hau,0.9998633861541748,0.9998823404312134,0.9996720552444458,0.9999176263809204,0.9998338520526886
wol,0.9997754096984863,0.9998054504394531,0.9998761415481567,0.9998369216918945,0.9998234808444977
bam,0.999708890914917,0.9999576210975647,0.9995989799499512,0.9998891353607178,0.9997886568307877
fon,0.9995774030685425,0.9997707605361938,0.9996346235275269,0.9998852610588074,0.9997170120477676
