,PER,DATE,ORG,LOC,Mean
kin,0.9733151793479919,0.9657631516456604,0.9774577617645264,0.9607728719711304,0.9693272411823273
twi,0.9663258790969849,0.9458035826683044,0.9758425354957581,0.9583650827407837,0.9615842700004578
luo,0.9520289897918701,0.9687313437461853,0.9661728143692017,0.9580097198486328,0.9612357169389725
ibo,0.9650871157646179,0.9797006845474243,0.9676136374473572,0.9276949763298035,0.9600241035223007
lug,0.9536125659942627,0.9535889625549316,0.9747987389564514,0.9565035104751587,0.9596259444952011
tsn,0.9609060287475586,0.9674082398414612,0.9569779634475708,0.9339805245399475,0.9548181891441345
nya,0.9686247706413269,0.9570841193199158,0.9786176085472107,0.9068922996520996,0.9528046995401382
sna,0.9698830246925354,0.9707923531532288,0.9607200026512146,0.9044107794761658,0.9514515399932861
hau,0.9647844433784485,0.96084064245224,0.9723095893859863,0.9057965278625488,0.9509328007698059
wol,0.9635993838310242,0.9625529050827026,0.9619640111923218,0.913170337677002,0.9503216594457626
zul,0.9374277591705322,0.9663956761360168,0.9712182879447937,0.9217973351478577,0.9492097645998001
xho,0.942770779132843,0.9812950491905212,0.9619593620300293,0.8924093842506409,0.9446086436510086
bam,0.9615713357925415,0.953454315662384,0.9158967137336731,0.9271391034126282,0.9395153671503067
mos,0.9569987654685974,0.912749171257019,0.9620449542999268,0.9198903441429138,0.9379208087921143
swa,0.9301579594612122,0.9230151176452637,0.9375051856040955,0.9418231248855591,0.9331253468990326
ewe,0.9452465772628784,0.8768861889839172,0.9651899933815002,0.9343497157096863,0.9304181188344955
fon,0.9492052793502808,0.9243677258491516,0.9512971043586731,0.8953314423561096,0.9300503879785538
pcm,0.9582977890968323,0.8598076701164246,0.9286704659461975,0.9378454089164734,0.9211553335189819
bbj,0.9503095746040344,0.9179384112358093,0.9407565593719482,0.8430293798446655,0.9130084812641144
yor,0.9110515117645264,0.9279479384422302,0.9512419700622559,0.8471075892448425,0.9093372523784637
