,LOC,ORG,DATE,PER
bam,0.7543409466743469,0.7141211032867432,0.7762041091918945,0.8435393571853638
bbj,0.5255649089813232,0.7522110939025879,0.6645668745040894,0.88243567943573
ewe,0.7739702463150024,0.8391462564468384,0.5374132990837097,0.882538914680481
fon,0.6662673354148865,0.8225466012954712,0.7351053953170776,0.8730027079582214
hau,0.6542720794677734,0.8755480647087097,0.8606564402580261,0.8820822238922119
ibo,0.746326744556427,0.884195864200592,0.901553213596344,0.8708626627922058
kin,0.8729158043861389,0.9028564691543579,0.8835805654525757,0.887832522392273
lug,0.8783990144729614,0.8616883158683777,0.8320986032485962,0.9754658341407776
luo,0.8489169478416443,0.8542652130126953,0.8472851514816284,0.8928356170654297
mos,0.7259823679924011,0.8260029554367065,0.6548635363578796,0.8721311688423157
nya,0.8183684349060059,0.9007137417793274,0.8539880514144897,0.9087619185447693
pcm,0.8111422657966614,0.7862200140953064,0.5429444909095764,0.8859549760818481
sna,0.7533720135688782,0.8890960812568665,0.9020791053771973,0.8992252945899963
swa,0.8863151669502258,0.8177409172058105,0.7599754929542542,0.8546763062477112
tsn,0.7887060046195984,0.8346483707427979,0.8683383464813232,0.862061083316803
twi,0.850541889667511,0.9047971963882446,0.788000226020813,0.905547022819519
wol,0.690416693687439,0.863445520401001,0.8453865647315979,0.8732070326805115
xho,0.6387187838554382,0.8483495712280273,0.9089285731315613,0.8511966466903687
yor,0.5354917645454407,0.7904311418533325,0.7127394080162048,0.7236291766166687
zul,0.7614087462425232,0.8841866850852966,0.8666711449623108,0.8216681480407715
