,PER,DATE,LOC,ORG
bam,0.9345844388008118,0.8991079926490784,0.877570629119873,0.8578832149505615
bbj,0.9360336065292358,0.8435655832290649,0.7238350510597229,0.9032573699951172
ewe,0.9470376968383789,0.747866153717041,0.8850400447845459,0.9320536851882935
fon,0.9372382760047913,0.869062602519989,0.8179596066474915,0.9339759945869446
hau,0.9480347633361816,0.9363961219787598,0.8205151557922363,0.9479745030403137
ibo,0.9447247385978699,0.9576999545097351,0.8669252395629883,0.9518357515335083
kin,0.9479655623435974,0.9447871446609497,0.9300807118415833,0.9587188959121704
lug,0.9900797605514526,0.9208658337593079,0.9239988923072815,0.9367340803146362
luo,0.9344183206558228,0.9313084483146667,0.9193435311317444,0.9347713589668274
mos,0.9416263103485107,0.8259528279304504,0.8589940667152405,0.9299501776695251
nya,0.9616289138793945,0.9334520101547241,0.9031047821044922,0.9589996337890625
pcm,0.94857257604599,0.7642472982406616,0.8972734808921814,0.8873080015182495
sna,0.9584851861000061,0.9601010680198669,0.8288807272911072,0.9538430571556091
swa,0.9271726012229919,0.8860371112823486,0.9335584044456482,0.899950385093689
tsn,0.9438042044639587,0.9382148385047913,0.8858649134635925,0.9195446968078613
twi,0.9547464847564697,0.9082991480827332,0.9225031137466431,0.9607683420181274
wol,0.9482048749923706,0.9276415705680847,0.8389047384262085,0.9253259301185608
xho,0.9284228086471558,0.9632371068000793,0.8071461319923401,0.9292875528335571
yor,0.8666338324546814,0.8712130188941956,0.7372866272926331,0.9150634407997131
zul,0.9228430986404419,0.9423781633377075,0.8649213314056396,0.9431686997413635
