,ORG,LOC,PER,DATE
bam,0.9923164248466492,0.9928432106971741,0.9973105192184448,
bbj,0.9904245734214783,0.9701354503631592,0.9949768781661987,
ewe,0.9942973256111145,0.9966216087341309,0.9901912808418274,
fon,0.9953776001930237,0.9889634847640991,0.9919617176055908,
hau,0.9928390979766846,0.98777174949646,0.9948831796646118,
ibo,0.9942730069160461,0.9876976013183594,0.9981408715248108,
kin,0.9920046329498291,0.9944981336593628,0.996902585029602,
lug,0.9948199987411499,0.9959884285926819,0.9936349391937256,
luo,0.9900503158569336,0.9972176551818848,0.9963679909706116,
mos,0.9891436100006104,0.9894053936004639,0.9942314624786377,
nya,0.9956896305084229,0.9882902503013611,0.9985225796699524,
pcm,0.9899510741233826,0.9955585598945618,0.9972636103630066,
sna,0.9905391335487366,0.9899794459342957,0.9956364631652832,
swa,0.986564576625824,0.9958298206329346,0.9973384737968445,
tsn,0.9927414059638977,0.9902657866477966,0.9962842464447021,
twi,0.9964559674263,0.9958627223968506,0.9978126883506775,
wol,0.9914774894714355,0.9918392896652222,0.9967169761657715,
xho,0.9906061291694641,0.9874024987220764,0.9857036471366882,
yor,0.9951738715171814,0.957652747631073,0.9862324595451355,
zul,0.993078887462616,0.9930941462516785,0.9928202629089355,
