,PER,LOC,DATE,ORG,Mean
lug,0.8587525,0.9572469,0.92745805,0.9463317,0.92244726
luo,0.86278343,0.9324248,0.8824556,0.949125,0.9066972
tsn,0.86261404,0.91625047,0.88935864,0.9438565,0.9030199
kin,0.86105835,0.905465,0.8971251,0.94253695,0.90154636
nya,0.8587178,0.89651656,0.9051997,0.9438173,0.90106285
twi,0.8522545,0.9348036,0.86712843,0.9411353,0.8988304
zul,0.85241324,0.89241755,0.9097067,0.93981266,0.8985876
swa,0.8527578,0.9422325,0.87849784,0.9102485,0.89593416
sna,0.8446997,0.9171902,0.8682824,0.94819784,0.8945925
wol,0.8522098,0.9003885,0.88256526,0.93517375,0.8925843
mos,0.85188675,0.88935435,0.882221,0.93228364,0.88893646
bam,0.8518156,0.90644896,0.884238,0.91034055,0.8882108
xho,0.8620268,0.85785663,0.8809283,0.9338281,0.88365996
ewe,0.8343456,0.90704817,0.85024667,0.93745804,0.8822746
yor,0.8388388,0.866486,0.8569491,0.91204804,0.8685805
bbj,0.86013484,0.86590433,0.8119119,0.9227333,0.8651711
ibo,0.8589022,0.8750376,0.8455109,0.8738517,0.86332566
pcm,0.8039329,0.8031666,0.88470024,0.9129452,0.8511863
fon,0.85890454,0.72046363,0.8905672,0.928993,0.8497321
hau,0.8312477,0.65006036,0.6412932,0.7571436,0.71993625
