,DATE,LOC,PER,ORG,Mean
lug,0.569127,0.63383675,0.68233144,0.64699686,0.63307303
kin,0.5676329,0.59847945,0.624964,0.60348415,0.59864014
nya,0.5545187,0.55511194,0.6183194,0.58184505,0.5774487
xho,0.58315283,0.56428003,0.54453564,0.5904921,0.5706152
sna,0.5683209,0.5597333,0.5628448,0.580133,0.56775796
zul,0.5271266,0.5713813,0.58203065,0.5693873,0.56248146
luo,0.5304766,0.55274886,0.60289574,0.5610901,0.56180286
tsn,0.52433443,0.51459366,0.5855638,0.55580926,0.5450753
wol,0.51375544,0.5203146,0.5628575,0.552741,0.5374171
hau,0.5417525,0.51475316,0.535684,0.52586025,0.52951247
ibo,0.5123794,0.53342533,0.53987086,0.5217421,0.5268544
twi,0.4743548,0.5000653,0.5656319,0.51725066,0.5143257
bam,0.52119416,0.50012416,0.5391371,0.49373388,0.5135473
mos,0.47761503,0.4760579,0.52876633,0.504941,0.49684507
swa,0.4737522,0.45949426,0.53905976,0.48016715,0.48811835
ewe,0.46417117,0.47101563,0.5154761,0.49316084,0.48595592
pcm,0.42718557,0.45988804,0.52685964,0.46560824,0.46988538
fon,0.40850848,0.45098197,0.4857575,0.45930684,0.4511387
yor,0.42374164,0.42020077,0.43929368,0.42377207,0.42675203
bbj,0.40456614,0.40068144,0.46242127,0.40278736,0.41761404
