,LOC,PER,ORG,DATE,Mean
sna,0.9844672083854675,0.9462974667549133,0.980243444442749,,0.9809684856579854
lug,,0.9585424661636353,0.9818921685218811,,0.9801625609397888
hau,0.977428674697876,0.9549780488014221,0.9788114428520203,,0.977229981468274
twi,0.9760967493057251,0.9588504433631897,0.976283073425293,,0.9755230087500352
nya,0.9749588966369629,0.9609224796295166,0.976872980594635,,0.9753392671163266
ibo,0.9834297299385071,,0.9656749963760376,,0.9745523631572723
kin,0.973770797252655,0.9607774019241333,0.9723873734474182,,0.9726059436798096
zul,0.9657694697380066,0.9614366888999939,0.9800800681114197,,0.9724829196929932
mos,0.9760619401931763,0.9473510980606079,0.9680946469306946,,0.9711272475811151
fon,0.9719685912132263,0.9390361309051514,0.9689398407936096,,0.9692458281150231
wol,0.9716963768005371,0.9575585722923279,0.9640682935714722,,0.9674852673824017
bam,0.9783274531364441,0.9366747140884399,0.9579971432685852,,0.9669512372750503
xho,0.9756762981414795,0.9432860612869263,0.9588228464126587,,0.9663278987774482
tsn,0.9606912732124329,,0.957141637802124,,0.9589164555072784
swa,0.9641558527946472,0.9573591947555542,0.9534680247306824,,0.9587560639931605
ewe,0.9509073495864868,0.9523690938949585,0.9659250378608704,,0.9581836129610355
bbj,0.9547239542007446,0.9495322704315186,0.9608412384986877,,0.9574652761220932
yor,0.9515389800071716,,0.960971474647522,,0.9562552273273468
luo,,0.9497919678688049,0.9534505009651184,,0.9531794985135397
pcm,0.9412720799446106,0.9501983523368835,0.9376890659332275,,0.9398927952234561
