layer,model,rank_type,language,pearson
2,mbert,top5,lug,0.9011703616649291
2,mbert,top5,kin,0.8935245383591823
2,mbert,top5,twi,0.8846219349529516
2,mbert,top5,ibo,0.8778279756499768
2,mbert,top5,luo,0.8777981797724694
2,mbert,worst5,bbj,0.6813237934483274
2,mbert,worst5,yor,0.7090462189360671
2,mbert,worst5,fon,0.7827758533232375
2,mbert,worst5,pcm,0.7861404015181361
2,mbert,worst5,bam,0.7908286596928689
3,mbert,top5,lug,0.9396269957915195
3,mbert,top5,kin,0.937711407823239
3,mbert,top5,twi,0.9292379353174076
3,mbert,top5,sna,0.9272386314745663
3,mbert,top5,luo,0.9253032599097663
3,mbert,worst5,bbj,0.7980429759519174
3,mbert,worst5,yor,0.8218141391534672
3,mbert,worst5,fon,0.8619807101355759
3,mbert,worst5,pcm,0.862382994619451
3,mbert,worst5,bam,0.8773908978536165
10,mbert,top5,kin,0.9799579476792281
10,mbert,top5,lug,0.9794571709180029
10,mbert,top5,sna,0.9758328869901443
10,mbert,top5,twi,0.9756561020456663
10,mbert,top5,luo,0.9745043383344302
10,mbert,worst5,bbj,0.929567984427717
10,mbert,worst5,yor,0.9381189980406078
10,mbert,worst5,fon,0.9452508032355845
10,mbert,worst5,pcm,0.9522833112082008
10,mbert,worst5,ewe,0.959290729911856
12,mbert,top5,lug,0.9321962491993818
12,mbert,top5,kin,0.9171807994982977
12,mbert,top5,nya,0.8975175491676901
12,mbert,top5,sna,0.8935316793617626
12,mbert,top5,luo,0.8866555528412347
12,mbert,worst5,bbj,0.7160940204305165
12,mbert,worst5,yor,0.7162605531118963
12,mbert,worst5,fon,0.7533240098062515
12,mbert,worst5,pcm,0.7964378676459593
12,mbert,worst5,mos,0.8059002525864716
